function	10BF	11BF	12BF	13BF	15BF	16BF	17BF	2BF	3BF	4BF	6BF	7BF	8BF	9BF
RXN-11727	12.0	0.0	0.0	68.0	0.0	0.0	70.0	246.0	9.0	12.0	275.0	161.0	109.0	26.0
RXN-11734	0.0	146.0	0.0	0.0	0.0	36.25	0.0	40.28	3.42	12.58	21.0	65.58	36.28	64.0
RXN-11737	11815.98	8718.7	11571.44	11335.06	6262.58	36086.04	8599.15	6922.38	37957.99	32881.96	7936.22	8282.58	9940.12	9020.64
RXN-11743	7175.65	5313.2	6281.3	8845.85	3457.08	5073.29	5780.76	5883.75	4612.98	7888.79	6781.030000000001	7962.08	8287.2	5525.55
RXN-11749	793.7	625.2	373.5	1219.1	137.0	446.0	908.0	899.0	1413.0	785.0	1364.0	1288.0	1074.0	838.5
RXN-11754	4841.83	3874.5	5215.72	3429.01	2895.5	3235.2	3276.1400000000003	1738.05	527.79	502.54	1501.08	2021.04	1985.93	3177.59
RXN-11758	33.0	1.0	48.0	0.0	3.0	30.79	12.64	40.14	1.71	65.03999999999999	24.0	30.29	19.77	3.5
RXN-11761	0.0	0.0	0.0	0.0	0.0	4.0	0.0	27.0	17.0	0.0	2.0	12.0	21.0	0.0
RXN-11767	0.0	0.0	0.0	0.0	0.0	4.0	0.0	27.0	17.0	3.0	10.0	12.0	21.0	0.0
RXN-11768	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	15.0	21.0	20.0	0.0	0.0
RXN-11813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0
RXN-11820	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RXN-11833	2865.52	1463.2	1421.08	5681.77	600.8299999999999	8037.09	3031.79	4678.28	9503.54	12057.83	6473.53	6038.67	7788.52	3130.18
RXN-11834	0.0	1.0	4.0	0.0	3.0	30.79	12.64	15.14	1.71	65.03999999999999	0.0	58.29	27.1	0.0
RXN-11835	900.3199999999999	522.2	316.79	3105.57	200.58	909.89	747.98	1674.89	704.54	564.79	1245.97	2112.75	1924.39	607.8
RXN-11836	6884.65	4823.7	6281.26	8651.25	3312.08	10375.13	5790.65	5030.8	8850.24	9535.04	6167.360000000001	6314.58	7190.629999999999	5489.72
RXN-11837	19445.08	14428.1	18109.66	19755.98	9996.66	19401.46	15547.48	14531.87	13529.0	18726.54	15182.41	18012.300000000003	19417.47	14729.61
RXN-11838	2550.32	1355.7	1394.75	4478.87	601.0799999999999	2072.39	3129.81	4261.719999999999	3657.81	2124.12	5367.0	5178.17	5633.13	2931.13
RXN-11839	6818.65	4838.2	6342.47	7054.82	3362.08	10529.13	5689.31	5181.8	8881.24	9601.04	5915.22	6300.92	7455.789999999999	5513.72
RXN-11840	147.0	1.0	15.0	20.0	40.0	30.79	12.64	31.14	1.71	57.04	195.0	7.29	349.43	187.0
RXN-11841	3.0	1.0	4.0	0.0	3.0	30.79	12.64	23.47	1.71	58.62	0.0	16.29	40.85	0.0
RXN-11842	9992.16	7669.33	10601.65	7721.59	5814.5	11659.16	6842.950000000001	3305.8	6837.22	11129.88	3611.8	4097.12	5387.049999999999	6560.68
RXN-11843	9992.16	7669.33	10601.65	7721.59	5814.5	11659.16	6842.950000000001	3305.8	6837.22	11129.88	3611.8	4097.12	5387.049999999999	6560.68
RXN-11845	304.5	12.5	348.0	75.0	52.25	84.78999999999999	409.64	153.39	18.71	60.04	649.75	108.29	707.3499999999999	466.75
RXN-11860	1952.32	1036.7	1104.54	3699.24	457.33	7691.97	2464.81	3544.97	8378.16	9167.87	4383.389999999999	4364.17	5479.55	2396.38
RXN-11865	1952.32	1036.7	1104.54	3699.24	457.33	7691.97	2464.81	3544.97	8378.16	9167.87	4383.389999999999	4364.17	5479.55	2396.38
RXN-11867	184.5	2.5	20.0	38.0	52.25	30.79	12.64	49.39	1.71	56.29	210.75	59.29	369.6	237.75
RXN-11877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
RXN-11879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0
RXN-11898	0.0	1.0	0.0	0.0	0.0	1.29	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-11902	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0
RXN-11962	0.0	0.0	0.0	0.0	0.0	5877.0	6.0	0.0	5777.35	4674.75	0.0	0.0	10.0	0.0
RXN-12014	1546.0700000000002	943.7	682.04	3355.8	351.33	1396.85	1624.17	3133.5	1096.83	938.75	3391.89	3777.88	3969.2	1568.63
RXN-12019	2625.87	675.5	1951.75	1641.6	1310.58	1241.04	666.64	1507.89	37.71	103.04	768.75	1479.84	2144.55	1354.55
RXN-12038	0.0	0.0	0.0	0.0	0.0	13.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12041	0.0	0.0	0.0	0.0	0.0	13.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0
RXN-12058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0
RXN-12059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0
RXN-12060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.6	0.0	0.0	0.0	0.0	0.0
RXN-12070	0.0	1.0	0.0	0.0	0.0	1.29	3.14	12.0	0.0	4.0	0.0	5.0	2.88	0.0
RXN-12071	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	5.0	0.0	0.0
RXN-12072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	0.0	8.0	0.0	10.0	0.0	0.0
RXN-12073	0.0	1.0	0.0	0.0	0.0	1.29	3.14	12.0	0.0	4.0	0.0	5.0	2.88	0.0
RXN-12074	11.0	16.0	47.0	25.0	17.0	48.5	16.0	131.0	11.0	60.0	212.0	510.0	139.88	0.0
RXN-12077	21.0	0.0	0.0	0.0	0.0	0.0	48.0	57.0	0.0	0.0	138.0	52.0	176.0	55.0
RXN-12078	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
RXN-12086	197.37	6.2	7.75	147.6	12.33	0.25	115.0	359.0	5278.0	4485.0	575.0	1066.75	525.58	211.0
RXN-12088	13330.48	11305.2	13861.36	11993.96	8260.33	27197.64	10499.17	8882.8	20541.01	16730.38	8054.280000000001	9957.67	11526.07	8300.130000000001
RXN-12093	6324.28	5074.83	7521.610000000001	4297.950000000001	3836.33	4116.1900000000005	5444.639999999999	2576.38	874.12	3237.21	2976.91	2815.84	3900.7	4320.9800000000005
RXN-12104	6789.65	4838.2	6278.47	6969.82	3344.08	4665.629999999999	5700.31	5166.8	3103.8900000000003	4655.29	5970.22	6144.92	7402.789999999999	5513.72
RXN-12116	0.0	1.0	0.0	0.0	3.0	28.79	12.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12123	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12125	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12126	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12127	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12128	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12130	0.0	0.0	0.0	0.0	0.0	54.0	0.0	2.33	0.0	3.08	7.0	17.0	1.75	0.0
RXN-12148	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.76	0.0
RXN-12160	33.0	1.0	48.0	0.0	3.0	30.79	12.64	40.14	1.71	65.03999999999999	24.0	30.29	19.77	3.5
RXN-12167	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0
RXN-12171	7836.07	5472.2	6744.47	9898.88	3695.41	11899.4	6745.95	7852.110000000001	10942.78	13004.75	8344.3	9644.21	11035.1	6507.97
RXN-12173	2149.0	211.0	1555.5	1076.0	1144.0	972.25	601.0	1061.25	0.0	23.0	1270.0	1749.0	2424.5	1426.0
RXN-12174	634.5	414.0	244.5	1189.5	144.0	412.0	887.5	1465.0	1435.0	741.0	1650.5	2419.0	1464.88	705.5
RXN-12177	1763.0	235.0	1559.0	1305.67	1127.0	1031.5	350.5	805.0	120.67	178.0	702.6700000000001	2015.0	1135.33	924.33
RXN-12184	18278.43	13113.53	18395.04	14272.04	10363.91	34877.270000000004	13156.14	9426.96	27037.38	21626.13	11022.32	11550.89	11598.3	13926.62
RXN-12193	9306.22	8118.74	8155.22	10384.579999999998	4423.91	17757.28	8633.310000000001	8703.970000000001	17786.42	15691.46	9609.8	10666.47	11750.15	7187.02
RXN-12195	169.0	35.0	73.0	215.0	27.0	154.0	33.0	325.0	31.0	80.0	477.0	328.0	769.0	275.0
RXN-12196	169.0	35.0	73.0	215.0	27.0	154.0	33.0	325.0	31.0	80.0	477.0	328.0	769.0	275.0
RXN-12223	0.0	73.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12225	516.2	350.5	217.79	1997.7	152.0	6482.6	477.17	1594.5	6260.5	5013.0	847.64	1166.13	1705.37	168.13
RXN-12228	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12238	126.0	15.0	67.0	114.0	13.0	77.25	68.0	212.0	1079.0	432.0	165.0	421.0	356.5	185.0
RXN-12239	138.0	15.0	67.0	104.0	13.0	77.0	64.0	193.0	1079.0	432.0	200.0	462.0	429.5	152.0
RXN-12241	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.14	1.71	5.29	0.0	7.29	15.14	0.0
RXN-12247	0.0	147.17	0.0	3.5	0.0	36.0	0.0	0.0	0.0	10.0	41.0	86.0	76.0	32.0
RXN-12252	6.2	146.5	3.54	35.47	0.0	53.0	14.0	215.25	210.0	114.0	568.89	446.3	267.95	283.8
RXN-12263	14.0	0.0	8.0	0.0	0.0	14.0	3.0	14.0	0.0	0.0	19.0	24.0	23.0	0.0
RXN-12268	102.0	0.0	0.0	20.0	0.0	0.0	78.0	188.0	0.0	0.0	142.0	334.0	324.0	66.0
RXN-12280	1862.15	727.7	1211.0	2561.2	495.25	19378.79	1850.64	3571.39	18640.19	15015.04	3251.08	3625.09	4989.72	1743.3
RXN-12299	30.0	31.0	67.0	279.0	50.0	154.0	16.0	434.5	36.0	71.0	209.0	340.0	545.0	72.0
RXN-12302	5472.33	4283.5	5310.43	5219.02	2987.75	9177.11	4111.31	2594.9700000000003	7934.09	11066.71	2676.08	3512.37	4035.31	3570.34
RXN-12303	140.2	115.2	20.0	274.6	39.0	504.12	55.92	80.28	5347.42	7396.33	85.0	204.58	229.0	37.0
RXN-12305	147.0	0.0	7.0	20.0	37.0	0.0	0.0	16.0	0.0	0.0	195.0	0.0	327.0	187.0
RXN-12321	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	51.0	0.0	0.0
RXN-12344	42.0	0.0	0.0	0.0	0.0	0.0	96.0	98.0	0.0	0.0	182.0	52.0	156.0	55.0
RXN-12345	3.0	0.0	0.0	0.0	0.0	17.25	10.0	14.33	0.0	10.33	10.5	9.0	21.5	32.0
RXN-12346	40.5	1.5	9.0	24.0	12.25	0.0	45.0	240.58	0.0	2.33	282.75	161.0	139.75	34.75
RXN-12353	0.0	1.0	0.0	0.0	3.0	28.79	12.64	15.14	1.71	7.29	0.0	7.29	24.02	0.0
RXN-12365	0.0	74.0	0.0	0.0	0.0	19.54	3.14	12.0	0.0	4.0	0.0	5.0	0.0	0.0
RXN-12366	0.0	1.0	0.0	0.0	3.0	28.79	12.64	15.14	1.71	5.29	0.0	7.29	18.02	0.0
RXN-12367	0.0	1.0	0.0	0.0	3.0	28.79	12.64	15.14	1.71	5.29	0.0	7.29	18.02	0.0
RXN-12391	9306.22	8118.74	8155.22	10384.579999999998	4423.91	17757.28	8633.310000000001	8703.970000000001	17786.42	15691.46	9609.8	10666.47	11750.15	7187.02
RXN-12392	7836.07	5472.2	6744.47	9898.88	3695.41	11899.4	6745.95	7852.110000000001	10942.78	13004.75	8344.3	9644.21	11035.1	6507.97
RXN-12398	33256.08	28977.85	35764.98	30662.49	19584.16	78151.83000000002	28064.65	19950.17	50291.26	42625.19	18827.17	23651.92	22299.42	21765.89
RXN-12399	33256.08	28977.85	35764.98	30662.49	19584.16	78151.83000000002	28064.65	19950.17	50291.26	42625.19	18827.17	23651.92	22299.42	21765.89
RXN-12400	33256.08	28977.85	35764.98	30662.49	19584.16	78151.83000000002	28064.65	19950.17	50291.26	42625.19	18827.17	23651.92	22299.42	21765.89
RXN-12402	7227.49	5728.49	9281.54	5526.83	4559.5	21361.480000000003	6273.5	3270.38	6539.39	5693.05	3194.83	3178.29	3566.4100000000003	4395.68
RXN-12410	0.0	147.17	0.0	3.5	0.0	36.0	0.0	0.0	0.0	10.0	41.0	86.0	76.0	32.0
RXN-12411	0.0	147.17	0.0	3.5	0.0	36.0	0.0	0.0	0.0	10.0	41.0	86.0	76.0	32.0
RXN-12414	0.0	147.17	0.0	3.5	0.0	36.0	0.0	0.0	0.0	10.0	41.0	86.0	76.0	32.0
RXN-12420	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	24.0	0.0
RXN-12423	2506.33	1174.83	3483.1800000000003	1558.33	1941.5	1744.66	1432.5	461.33	267.33	161.67	495.33	671.0	615.16	1183.84
RXN-12424	2506.33	1174.83	3483.1800000000003	1558.33	1941.5	1744.66	1432.5	461.33	267.33	161.67	495.33	671.0	615.16	1183.84
RXN-12430	37.5	6.0	16.0	18.5	6.0	34.29	55.64	50.47	23.71	17.37	18.0	33.29	74.52	62.5
RXN-12444	4927.03	3978.53	5159.72	3529.11	2900.5	2982.49	3328.78	1978.86	1717.5	3523.75	1777.22	2386.33	2233.2	3209.59
RXN-12445	0.0	1.0	0.0	0.0	3.0	28.79	12.64	15.14	1.71	5.29	0.0	7.29	18.02	0.0
RXN-12446	0.0	1.0	5.5	0.0	0.0	22.87	3.14	0.0	0.0	185.75	32.0	155.0	423.63	0.0
RXN-12448	1429.3200000000002	847.0	753.62	4445.6	440.58	19315.02	1227.07	3743.81	19402.62	24568.16	3136.86	5798.0	6713.289999999999	1318.43
RXN-12450	0.0	0.0	0.0	0.0	0.0	5890.5	6.0	72.0	5606.0	4659.0	166.0	221.0	56.0	277.0
RXN-12458	6818.65	4838.2	6342.47	7054.82	3362.08	10529.13	5689.31	5181.8	8896.24	9616.04	5936.22	6320.92	7455.789999999999	5545.72
RXN-12460	7208.15	5236.2	6508.97	7860.32	3486.08	10882.13	6336.31	5734.8	9215.24	9817.04	6826.219999999999	7066.92	7819.789999999999	5918.22
RXN-12462	1716.3200000000002	1025.7	815.54	3648.47	413.33	7607.43	2059.17	3428.83	8375.12	9179.83	3791.06	4358.88	4854.78	1981.71
RXN-12463	1716.3200000000002	1025.7	815.54	3648.47	413.33	7607.43	2059.17	3428.83	8375.12	9179.83	3791.06	4358.88	4854.78	1981.71
RXN-12465	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
RXN-12466	0.0	0.0	0.0	0.0	0.0	5877.0	10.0	0.0	5777.35	4674.75	8.0	0.0	10.0	0.0
RXN-12469	0.0	0.0	0.0	0.0	0.0	5877.0	10.0	0.0	5777.35	4674.75	8.0	0.0	10.0	0.0
RXN-12472	1690.3200000000002	1025.7	803.54	3632.8	417.33	1679.1799999999998	1949.17	3386.5	2259.5	4343.75	3755.39	4294.88	4818.28	1948.38
RXN-12473	2655.33	1325.5	3663.72	1783.26	2018.5	7494.66	1563.5	705.72	5866.04	4743.46	811.22	1017.79	1150.4299999999998	1509.84
RXN-12480	6613.15	4787.2	5958.72	6958.379999999999	3347.08	4425.53	4833.31	4933.47	2674.29	4687.21	5072.72	5977.17	6737.539999999999	4906.72
RXN-12481	140.5	5.5	32.0	34.0	12.25	0.0	132.0	424.25	23.0	65.0	646.75	478.0	754.25	237.75
RXN-12484	30.0	31.0	67.0	279.0	50.0	154.0	16.0	434.5	36.0	71.0	209.0	340.0	545.0	72.0
RXN-12490	33.0	75.0	48.0	6.0	6.0	77.83	25.28	40.28	3.42	12.58	7.0	31.58	42.04	32.0
RXN-12518	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0
RXN-12519	0.0	1.0	0.0	0.0	3.0	28.79	12.64	15.14	1.71	5.29	0.0	7.29	18.02	0.0
RXN-12545	14.0	0.0	13.0	0.0	0.0	14.0	19.0	14.0	0.0	1.75	20.25	16.0	31.25	0.0
RXN-12558	288.5	120.5	288.0	192.0	49.25	36.0	417.17	156.25	0.0	0.0	659.75	174.32999999999998	788.9200000000001	434.75
RXN-12559	288.5	120.5	288.0	192.0	49.25	36.0	417.17	156.25	0.0	0.0	659.75	174.32999999999998	788.9200000000001	434.75
RXN-12560	2230.0	310.34000000000003	1928.0	1209.0	1270.0	1082.0	354.0	533.0	8.0	44.0	360.0	598.0	679.0	1209.0
RXN-12567	1409.8200000000002	955.2	559.5	2648.7	205.33	558.12	1196.59	1736.42	1532.73	978.87	2342.0	2632.0	2140.01	1284.05
RXN-12570	33.0	75.0	48.0	6.0	6.0	77.83	25.28	40.28	3.42	12.58	7.0	31.58	42.04	32.0
RXN-12571	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	64.0
RXN-12575	6.2	146.5	3.54	35.47	0.0	53.0	14.0	215.25	210.0	114.0	568.89	446.3	267.95	283.8
RXN-12579	197.37	6.2	7.75	147.6	12.33	0.25	115.0	359.0	5278.0	4485.0	575.0	1066.75	525.58	211.0
RXN-12588	9625.39	6420.4	7758.76	11857.56	4008.99	12847.18	8912.619999999999	10361.33	18810.16	21489.37	12423.86	13298.13	15415.77	8658.1
RXN-12609	0.0	73.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12610	16032.38	12663.03	16546.16	15288.6	9184.41	11005.68	12934.48	9975.29	4573.66	3698.46	9385.6	11147.6	13078.76	11516.0
RXN-12611	16032.38	12663.03	16546.16	15288.6	9184.41	11005.68	12934.48	9975.29	4573.66	3698.46	9385.6	11147.6	13078.76	11516.0
RXN-12613	153.5	102.5	68.29	212.93	28.0	5715.25	181.0	316.0	5841.7	5254.5	428.0	680.0	484.71	173.5
RXN-12618	231.0	175.0	96.0	223.0	6.0	80.28999999999999	106.14	42.14	33.71	86.03999999999999	138.0	246.29	65.65	32.0
RXN-12619	53.0	16.0	47.0	25.0	17.0	45.0	16.0	32.0	9.0	12.0	23.0	0.0	0.0	10.0
RXN-12625	16582.98	18583.21	17076.15	14772.46	10327.83	17766.13	13796.59	9214.13	9972.39	7742.46	7797.47	10142.92	11175.53	9754.06
RXN-12626	16582.98	18583.21	17076.15	14772.46	10327.83	17766.13	13796.59	9214.13	9972.39	7742.46	7797.47	10142.92	11175.53	9754.06
RXN-12627	73.0	3.0	20.0	54.67	47.5	0.0	0.0	123.5	0.67	0.0	48.17	109.0	59.83	33.83
RXN-12669	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0
RXN-12690	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0
RXN-12693	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0
RXN-12694	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0
RXN-12705	33.0	75.0	48.0	6.0	6.0	77.83	25.28	40.28	3.42	12.58	7.0	31.58	42.04	32.0
RXN-12710	0.0	76.0	0.0	0.0	6.0	79.12	120.42	162.28	12.42	26.58	59.0	131.57999999999998	303.8	118.0
RXN-12714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0
RXN-12720	5212.74	1277.0	4762.5	3187.2	3582.66	3694.12	1017.42	1436.61	109.42	269.41	1538.0	2194.68	3556.1	3092.6
RXN-12726	7680.52	5400.2	6806.47	8880.42	3498.41	10777.11	6568.76	6381.9400000000005	9177.55	9528.33	7994.719999999999	8012.34	9324.77	6414.52
RXN-12730	3780.83	3622.0	4882.43	2756.83	2721.5	8660.82	3317.78	1284.8	6613.34	10809.54	1794.33	1755.04	2752.1	2264.84
RXN-12734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
RXN-12736	169.0	94.0	67.0	311.0	50.0	169.25	94.0	925.64	568.71	367.29	599.0	723.29	1036.9	203.0
RXN-12741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0
RXN-12747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0
RXN-12750	33.0	75.0	48.0	6.0	6.0	77.83	25.28	40.28	3.42	12.58	7.0	31.58	42.04	32.0
RXN-12751	0.0	76.0	0.0	0.0	6.0	79.12	120.42	162.28	12.42	26.58	59.0	131.57999999999998	303.8	118.0
RXN-12752	6894.35	4788.7	6310.18	7208.049999999999	3384.08	10621.53	5790.31	5289.8	8953.64	9909.04	5979.08	6631.719999999999	7431.16	5576.02
RXN-12789	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0
RXN-12790	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0
RXN-12812	3.0	0.0	0.0	0.0	0.0	0.0	0.0	8.33	0.0	2.33	0.0	9.0	21.5	0.0
RXN-12819	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12820	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	5.0	2.88	0.0
RXN-12893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	6.0	5.0	0.0	0.0
RXN-12894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.14	1.71	5.29	0.0	7.29	18.02	0.0
RXN-12895	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.14	1.71	5.29	0.0	7.29	18.02	0.0
RXN-12898	0.0	73.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-12908	202.0	63.0	125.58	830.86	100.0	360.0	166.0	1153.0	72.0	156.0	944.28	1356.0	2221.0	616.0
RXN-12957	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	0.0	0.0	32.0
RXN-12960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	4.0	0.0
RXN-12977	1055.33	971.83	2084.1800000000003	822.33	834.5	822.1600000000001	1382.5	442.33	267.33	166.67	560.33	494.0	398.74	489.84
RXN-12978	18278.43	13113.53	18395.04	14272.04	10363.91	34877.270000000004	13156.14	9426.96	27037.38	21626.13	11022.32	11550.89	11598.3	13926.62
RXN-12979	55.0	25.0	0.0	38.0	12.0	65.0	14.0	11.0	34.6	2590.0	23.0	43.0	66.0	0.0
RXN-13008	13401.87	8142.47	11946.19	15431.65	6155.74	15019.67	10297.35	11886.41	13724.75	12879.79	13110.6	15022.71	16940.159999999996	10856.94
RXN-13009	9340.65	5196.37	8473.470000000001	8429.210000000001	4752.08	5937.709999999999	6848.09	5924.9400000000005	3158.9300000000003	5354.58	6893.91	7084.21	8860.64	7396.39
RXN-13028	176.0	0.0	55.0	20.0	37.0	5877.0	6.0	28.0	5777.35	4674.75	238.0	0.0	361.0	187.0
RXN-13032	0.0	73.0	0.0	0.0	0.0	18.25	0.0	0.0	0.0	4.0	0.0	27.0	0.0	0.0
RXN-13034	981.33	963.83	1973.1800000000003	714.33	834.5	772.6600000000001	1277.5	327.33000000000004	267.33	138.67	374.33	414.0	234.16	408.84
RXN-13036	0.0	73.0	0.0	0.0	0.0	18.5	0.0	0.0	0.0	61.0	5.0	27.0	16.0	0.0
RXN-13037	36.5	1.0	52.0	1.5	3.0	34.54	16.64	42.14	13.71	67.03999999999999	53.0	41.29	35.1	68.5
RXN-13054	0.0	1.0	0.0	0.0	0.0	1.29	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-13056	0.0	1.0	0.0	0.0	0.0	1.29	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-13064	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
RXN-13074	0.0	0.0	0.0	0.0	0.0	0.0	4.0	12.0	0.0	0.0	8.0	0.0	8.0	39.0
RXN-13141	6737.65	4764.7	6242.68	7014.95	3352.08	10494.53	5653.31	5147.8	8872.64	9531.04	5815.08	6225.92	7313.959999999999	5469.72
RXN-13142	6894.35	4788.7	6310.18	7208.049999999999	3384.08	10621.53	5790.31	5289.8	8953.64	9909.04	5979.08	6631.719999999999	7431.16	5576.02
RXN-13158	6645.65	4791.53	6210.68	6846.2	3329.08	10338.53	5319.31	5248.8	8868.49	9243.54	5806.58	6483.67	7299.039999999999	5329.47
RXN-13162	220.0	10.0	279.0	57.0	37.0	36.0	390.0	69.0	0.0	0.0	585.0	0.0	552.0	416.0
RXN-13163	14192.3	10128.06	12844.36	14880.4	6776.16	21270.06	10951.62	11470.6	17237.98	18581.08	12276.16	14022.34	15685.749999999998	10667.94
RXN-13171	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	5.0	0.0	0.0
RXN-13178	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0
RXN-13179	5062.03	3883.2	5557.93	4018.18	2980.5	3729.95	3812.14	2230.05	1248.45	805.29	2556.99	2944.04	2576.18	3530.59
RXN-13181	4442.16	4546.83	5591.860000000001	3387.91	2504.0	8272.32	4500.0	1891.1600000000003	6669.13	5445.09	2127.66	2229.25	2227.65	2829.9300000000003
RXN-13182	4442.16	4546.83	5591.860000000001	3387.91	2504.0	8272.32	4500.0	1891.1600000000003	6669.13	5445.09	2127.66	2229.25	2227.65	2829.9300000000003
RXN-13198	1429.3200000000002	847.0	753.62	4445.6	440.58	19315.02	1227.07	3743.81	19402.62	24568.16	3136.86	5798.0	6713.289999999999	1318.43
RXN-13252	3.0	0.0	0.0	0.0	0.0	0.0	0.0	8.33	0.0	2.33	0.0	9.0	21.5	0.0
RXN-13253	3.0	0.0	0.0	0.0	0.0	0.0	0.0	8.33	0.0	2.33	0.0	9.0	21.5	0.0
