function	10BF	11BF	12BF	13BF	15BF	16BF	17BF	2BF	3BF	4BF	6BF	7BF	8BF	9BF
1-ACYLGLYCEROL-3-P-ACYLTRANSFER-RXN	8095.27	5770.7	6655.76	11211.91	3707.41	17764.52	6842.62	7948.8	15793.82	15093.04	8129.44	9309.05	10324.65	6546.77
1.1.1.127-RXN	106.2	15.2	0.0	326.6	3.0	5578.04	126.64	487.14	5778.06	4759.54	458.5	895.29	603.4	120.0
1.1.1.136-RXN	1034.83	963.83	1973.1800000000003	715.83	834.5	779.9100000000001	1281.5	353.33000000000004	288.33	181.42	422.33	465.0	411.91	476.84
1.1.1.145-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0
1.1.1.215-RXN	18.0	1.0	0.0	0.0	3.0	28.79	12.64	53.14	1.71	16.29	128.0	354.29	170.01999999999998	90.0
1.1.1.251-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.14	1.71	5.29	0.0	7.29	18.02	0.0
1.1.1.253-RXN	0.0	1.0	0.0	6.0	3.0	15.29	12.64	15.14	1.71	5.29	0.0	7.29	18.02	0.0
1.1.1.261-RXN	189.67	250.0	73.0	59.0	52.33	182.79	205.64	428.14	513.71	296.29	427.0	471.29	622.23	234.0
1.1.1.264-RXN	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	65.0	5.0	51.0	12.0	0.0
1.1.1.271-RXN	7209.83	6337.83	7758.93	5088.08	4707.5	4628.45	4808.14	2583.7200000000003	1748.79	1053.46	2283.08	3705.04	3504.3	4374.59
1.1.1.39-RXN	6557.15	4831.7	5945.47	7136.82	3305.83	4570.57	5255.95	5170.6900000000005	2755.6000000000004	4708.83	5281.33	6229.21	6878.98	5033.97
1.1.1.43-RXN	0.0	1.0	0.0	0.0	3.0	28.79	12.64	15.14	1.71	5.29	0.0	7.29	18.02	0.0
1.1.1.83-RXN	218.2	103.2	96.0	220.6	0.0	32.0	90.0	224.0	26.0	113.0	245.5	647.0	193.76	0.0
1.1.3.41-RXN	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.1.99.25-RXN	0.0	1.0	0.0	0.0	3.0	28.79	12.64	0.0	0.0	0.0	0.0	0.0	5.76	0.0
1.1.99.28-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	0.0	10.0	8.0	33.0	12.0	0.0
1.12.1.3-RXN	1765.2	687.7	925.37	3312.57	276.0	1167.6	1481.17	4606.5	1850.68	1460.0	5137.6	5547.33	6156.74	2131.32
1.12.5.1-RXN	9.0	0.0	0.0	0.0	0.0	0.0	0.0	68.08	5.13	20.53	0.0	48.87	109.92	64.0
1.13.11.15-RXN	0.0	1.0	0.0	0.0	0.0	1.29	3.14	0.0	0.0	0.0	0.0	0.0	2.88	0.0
1.13.11.16-RXN	0.0	1.0	0.0	0.0	0.0	1.29	3.14	12.0	0.0	4.0	0.0	5.0	2.88	0.0
1.14.11.2-RXN	0.0	73.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.12.18-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	5.0	0.0	0.0
1.14.13.59-RXN	0.0	1.0	0.0	0.0	0.0	1.29	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1.14.19.3-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.14	1.71	5.29	0.0	7.29	15.14	0.0
1.15.1.2-RXN	6348.9	4885.53	5842.18	7031.45	3279.08	4592.66	5531.5	4303.08	3186.75	1950.92	5039.0	5210.05	4900.44	4585.97
1.17.1.1-RXN	391.2	120.2	173.0	488.6	20.0	104.79	175.64	632.14	12.71	155.04	507.0	874.29	815.27	333.0
1.18.1.2-RXN	1772.3200000000002	1064.7	853.75	3643.31	430.58	7543.12	1755.81	3419.89	8368.56	9041.29	3677.0	4261.17	4843.55	1767.63
1.2.1.2-RXN	458.7	32.5	126.54	1080.7	68.0	218.16	292.73	642.5	1151.26	695.4	946.67	972.62	1356.98	602.63
1.2.1.27-RXN	83.0	31.0	0.0	42.0	30.0	183.75	9.5	15.0	0.0	53.0	38.0	77.0	18.21	32.0
1.2.1.32-RXN	30.0	31.0	0.0	30.0	27.0	154.0	46.0	147.0	11.0	14.0	127.0	510.0	209.25	0.0
1.2.1.58-RXN	0.0	0.0	0.0	0.0	0.0	8.0	0.0	54.0	43.0	18.0	4.0	24.0	42.0	10.0
1.2.1.66-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0
1.2.1.9-RXN	135.0	34.0	5.5	1013.44	12.0	87.62	74.31	84.0	34.0	2533.0	102.0	167.32999999999998	711.6700000000001	9.0
1.2.3.3-RXN	35.2	17.0	63.0	119.6	38.0	416.79	28.64	465.14	223.71	461.29	840.0	1362.09	638.22	334.8
1.2.4.4-RXN	3.5	146.0	0.0	7.5	0.0	40.25	0.0	54.0	287.0	64.0	170.0	114.0	358.0	137.5
1.2.7.4-RXN	382.0	32.0	100.58	654.86	87.0	213.0	118.0	630.5	56.0	90.0	670.64	769.0	1533.5	521.0
1.2.7.5-RXN	305.0	374.0	146.0	719.0	114.0	222.0	558.0	584.14	455.71	267.79	913.5	835.29	415.64	495.0
1.2.7.7-RXN	0.0	0.0	4.0	12.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
1.2.7.8-RXN	1814.58	505.5	1302.08	2163.4	382.07	1656.0	2067.0	3227.25	1899.66	1125.0	3668.69	2369.6	4431.79	2264.51
1.2.99.7-RXN	101.0	31.0	0.0	157.0	27.0	154.0	4.0	264.0	40.0	78.0	207.0	211.0	351.0	42.0
1.20.1.1-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
1.21.4.1-RXN	483.0	402.0	402.0	1653.0	306.0	2214.0	795.0	1772.0	1847.49	994.0	990.49	1079.0	1232.0	204.0
1.21.4.3-RXN	1051.8	877.8	938.58	2794.26	578.0	3132.0	1376.0	3281.0	710.3199999999999	475.0	1150.32	1997.0	1872.0	221.0
1.21.4.4-RXN	855.8	741.8	890.5799999999999	2578.26	544.0	3222.0	1240.0	2498.0	582.3199999999999	387.0	1058.32	1788.0	1493.0	190.0
1.3.1.2-RXN	14.0	0.0	8.0	0.0	0.0	14.0	3.0	14.0	0.0	0.0	12.0	0.0	23.0	0.0
1.3.1.25-RXN	0.0	1.0	0.0	0.0	0.0	1.29	3.14	0.0	0.0	0.0	0.0	0.0	2.88	0.0
1.3.1.29-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	5.0	0.0	0.0
1.3.1.54-RXN	658.7	483.5	323.29	1125.53	169.0	625.25	1187.17	1011.0	1539.6	824.0	1550.64	1861.13	1200.25	794.3
1.3.1.60-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	4.0	0.0	5.0	0.0	0.0
1.3.99.15-RXN	812.4	214.4	398.0	907.2	0.0	62.0	226.0	138.0	0.0	120.0	396.0	86.0	342.0	84.0
1.3.99.16-RXN	0.0	2.0	0.0	0.0	0.0	2.58	6.28	15.14	1.71	5.29	7.0	24.29	15.14	0.0
1.3.99.23-RXN	48.0	8.0	20.0	30.0	0.0	20.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0
1.3.99.5-RXN	28.0	0.0	25.0	14.0	10.0	3.5	16.0	15.0	8.0	15.0	56.0	45.0	63.0	80.5
1.4.1.11-RXN	8.0	0.5	17.79	23.43	0.0	0.0	8.0	12.0	0.6	0.0	18.0	3.0	21.0	13.0
1.4.1.21-RXN	443.5	399.0	197.5	860.5	124.0	361.79	686.14	768.0	345.0	251.0	1152.0	1659.0	677.0	498.0
1.5.1.20-RXN	6702.15	4813.03	6000.22	6908.879999999999	3360.08	10510.53	4929.31	5095.47	9315.24	9463.46	5291.47	6045.67	7104.039999999999	5069.72
1.5.1.28-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	228.0	515.0	260.0	383.0	635.0	197.0	100.0
1.5.1.34-RXN	0.0	1.0	0.0	0.0	3.0	19.29	12.64	42.14	18.71	8.29	19.0	19.29	39.02	0.0
1.5.1.7-RXN	5737.73	4368.2	5659.43	5043.28	3094.5	3524.16	4270.5	3322.41	2059.75	1401.5	3331.58	3528.55	3749.94	3821.89
1.5.5.1-RXN-YEAST	33.0	0.0	48.0	0.0	0.0	0.0	0.0	10.0	0.0	0.75	24.0	17.0	1.75	0.0
1.6.4.4-RXN	5105.83	3837.0	5494.43	3457.58	2957.5	3023.07	3690.78	1774.19	550.5	3031.58	2145.08	1983.33	3024.03	3597.59
1.7.2.2-RXN	84.0	2.17	57.0	28.75	0.0	81.28999999999999	17.14	93.47	27.46	77.12	125.0	150.54	110.22	115.25
1.7.2.3-RXN	3.0	2.0	0.0	0.0	3.0	36.08	15.78	163.36	25.55	91.11	32.0	107.45	226.08	134.0
1.8.1.15-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	6.0	0.0
1.8.1.4-RXN	2330.5	2815.5	1671.04	2336.85	911.0	7814.87	2277.64	2330.39	7366.31	8692.29	2850.89	3613.04	3668.98	2637.58
1.8.4.12-RXN	1119.5	583.6700000000001	683.04	2144.23	166.0	6512.87	789.98	963.72	5648.33	8044.87	1535.56	2050.7	1948.77	1430.08
1.8.4.14-RXN	3777.5	2801.0	3171.25	2638.42	2031.0	2014.87	1930.64	1275.39	235.13	3176.79	1026.42	1565.04	2101.85	2501.08
1.8.4.8-RXN	2625.87	675.5	1951.75	1641.6	1310.58	1241.04	666.64	1507.89	37.71	103.04	768.75	1479.84	2144.55	1354.55
1.8.5.2-RXN	3.5	73.0	16.0	86.5	18.0	25.25	0.0	32.0	12.0	267.0	5.0	87.0	73.0	0.0
13-PROPANEDIOL-DEHYDROGENASE-RXN	0.0	0.5	0.79	23.43	0.0	0.0	2.17	0.0	0.0	64.0	0.0	98.33	71.55	0.0
1PFRUCTPHOSN-RXN	1465.59	1093.2	619.3299999999999	3532.47	445.66	1846.97	1680.81	3945.64	2928.81	4227.79	3242.64	4397.57	4838.81	1310.78
1TRANSKETO-RXN	10396.17	8749.7	8828.01	14985.12	4796.41	14969.43	10334.74	13334.58	13263.1	11971.37	13290.45	17331.64	16920.7	8696.36
2-DEHYDROPANTOATE-REDUCT-RXN	2510.37	1652.2	1244.5	4724.27	640.3299999999999	2638.62	2454.64	3614.89	8778.560000000001	9452.79	4926.5	5057.54	5126.06	2428.33
2-ENOATE-REDUCTASE-RXN	53.0	0.0	17.0	14.0	23.0	0.0	10.0	146.0	52.0	30.75	61.25	36.0	189.13	20.0
2-FUROYL-COA-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.14	1.71	5.29	0.0	7.29	15.14	0.0
2-ISOPROPYLMALATESYN-RXN	6800.15	4802.03	6286.68	7795.200000000001	3344.33	10358.32	5455.12	5082.38	8835.49	9204.87	5665.33	6071.0	7468.219999999999	5154.22
2-METHYLCITRATE-DEHYDRATASE-RXN	0.0	0.0	0.0	0.0	0.0	0.25	0.0	15.14	1.71	7.29	0.0	7.29	21.14	0.0
2-METHYLCITRATE-SYNTHASE-RXN	4264.83	3641.83	4917.18	3058.83	2815.5	2582.41	3080.5	1449.47	459.04	374.71	1148.33	1568.29	1559.05	2722.34
2-NITROPROPANE-DIOXYGENASE-RXN	17.0	74.0	8.0	0.0	0.0	41.79	10.14	86.33	34.6	11.08	48.0	57.0	97.13	32.0
2-OCTAPRENYL-6-OHPHENOL-METHY-RXN	33.0	1.0	48.0	0.0	3.0	30.79	12.64	40.14	1.71	65.03999999999999	24.0	30.29	19.77	3.5
2-OCTAPRENYL-METHOXY-BENZOQ-METH-RXN	4841.83	3874.5	5215.72	3429.01	2895.5	3235.2	3276.1400000000003	1738.05	527.79	502.54	1501.08	2021.04	1985.93	3177.59
2-OXOBUTYRATE-SYNTHASE-RXN	0.0	0.0	4.0	12.0	0.0	0.0	4.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0
2-OXOGLUTARATE-SYNTHASE-RXN	21344.32	15592.0	21325.54	14767.94	11648.0	11917.54	14720.0	9117.14	2201.5	2137.0	10105.0	10626.5	12287.96	16477.18
2-OXOPENT-4-ENOATE-HYDRATASE-RXN	0.0	1.0	0.0	0.0	0.0	1.29	3.14	12.0	0.0	7.0	7.0	22.0	2.88	0.0
2.1.1.113-RXN	3411.2	528.0	3133.0	1989.6	2237.0	1944.0	433.0	521.0	66.0	181.25	709.75	1011.8	1316.45	1973.8
2.1.1.130-RXN	1009.15	549.7	494.29	1741.13	261.0	1355.75	1108.17	2062.5	1002.43	804.75	2016.72	2582.13	2513.25	1197.55
2.1.1.131-RXN	1322.8200000000002	923.7	640.29	2443.13	383.33	1574.25	1801.17	2401.64	1692.14	1075.04	2215.7200000000003	2777.42	2804.7200000000003	1346.05
2.1.1.132-RXN	1345.02	932.2	676.8299999999999	2579.16	383.33	1562.5	1816.34	2637.75	2204.83	1354.75	2595.11	3428.76	3157.53	1523.35
2.1.1.133-RXN	1313.15	923.7	676.04	2471.13	375.0	1577.75	1814.17	2612.89	2207.1400000000003	1349.04	2515.9700000000003	3301.92	3053.6400000000003	1493.55
2.1.1.137-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	32.0
2.1.1.151-RXN	1009.15	549.7	494.29	1741.13	261.0	1355.75	1108.17	2062.5	1002.43	804.75	2016.72	2582.13	2513.25	1197.55
2.1.1.34-RXN	0.0	1.0	0.0	0.0	3.0	5905.79	22.64	15.14	5779.06	4688.04	8.0	7.29	28.02	0.0
2.1.1.5-RXN	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
2.1.1.63-RXN	6396.73	4885.2	6275.72	6835.07	3279.75	10383.82	5573.95	4826.6900000000005	8759.869999999999	9601.58	6049.75	6681.96	6718.23	5445.22
2.1.1.64-RXN	33.0	1.0	48.0	0.0	3.0	30.79	12.64	40.14	1.71	65.03999999999999	24.0	30.29	19.77	3.5
2.1.1.72-RXN	32486.19	25442.61	27673.55	28890.44	16923.989999999998	31423.41	23074.59	20473.96	23246.6	25832.4	22289.5	24467.49	29731.62	24483.83
2.1.1.74-RXN	935.2	561.0	483.75	1145.21	168.0	734.58	1345.0	1351.0	1896.27	3533.0	2500.17	1859.55	2490.78	1384.63
2.1.1.77-RXN	65.0	1.0	96.0	0.0	3.0	30.79	16.64	43.47	1.71	8.370000000000001	56.0	50.29	41.27	32.0
2.1.1.79-RXN	127.2	38.7	126.79	426.03	48.0	5748.79	30.81	392.14	5649.71	4947.04	488.39	1145.62	837.3199999999999	349.0
2.1.1.86-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0
2.1.3.1-RXN	0.0	0.0	0.0	0.0	0.0	17.0	10.0	0.0	0.0	0.0	2.5	0.0	0.0	64.0
2.1.3.9-RXN	4771.83	3799.83	5131.93	3309.5	2899.5	2811.95	3280.1400000000003	1693.72	481.04	404.96	1491.25	1919.79	2053.43	3048.67
2.3.1.118-RXN	59.0	74.0	0.0	0.0	3.0	33.54	12.64	65.14	10.71	17.29	49.0	87.28999999999999	123.02	48.0
2.3.1.157-RXN	1427.5700000000002	752.5	804.29	2372.24	234.33	6713.97	1924.81	1905.97	7706.33	8634.119999999999	3236.31	2910.72	3577.75	1869.43
2.3.1.168-RXN	0.0	73.0	0.0	0.0	0.0	18.75	0.0	10.0	0.0	0.0	0.0	0.0	2.0	0.0
2.3.1.179-RXN	7019.32	4919.7	6542.22	7080.71	3436.66	4735.42	6132.95	5230.05	3118.2200000000003	4875.04	6199.16	6261.67	7649.839999999999	5802.14
2.3.1.180-RXN	6600.9	4910.7	6205.72	6977.879999999999	3360.83	4677.879999999999	5626.31	5152.6900000000005	3078.2000000000003	5188.33	5506.33	6150.46	6963.349999999999	5219.72
2.3.1.184-RXN	0.0	1.0	0.0	0.0	0.0	14.79	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2.3.1.41-RXN	7048.5	949.68	6211.75	3734.0	3887.0	3406.79	1899.64	1985.14	42.71	196.04	2529.0	1980.04	3286.1	4565.0
2.3.1.89-RXN	118.0	106.5	22.29	1069.4299999999998	30.0	104.93	42.17	83.0	34.0	2925.0	261.0	497.33	717.6700000000001	70.0
2.3.2.10-RXN	105.2	30.0	44.5	132.6	30.0	86.92999999999999	16.17	136.0	74.0	2903.0	303.0	383.13	1055.12	277.8
2.3.2.13-RXN	147.0	73.0	7.0	20.0	37.0	18.0	0.0	16.0	0.0	0.0	195.0	61.0	327.0	187.0
2.4.1.109-RXN	216.0	47.0	182.0	160.67000000000002	47.0	495.0	135.0	659.0	1102.67	481.0	938.67	973.0	1077.33	318.33
2.4.1.119-RXN	3.0	0.0	0.0	41.0	0.0	26.0	50.0	44.33	0.0	14.33	31.0	9.0	41.5	0.0
2.4.1.129-RXN	17280.76	12939.9	17292.120000000003	14247.68	9325.08	10891.43	13504.23	9539.38	4243.780000000001	11541.25	10640.69	11565.29	14293.33	13055.98
2.4.1.144-RXN	12.0	0.0	0.0	10.0	0.0	0.0	0.0	8.0	0.0	0.0	24.0	26.0	40.0	21.0
2.4.1.157-RXN	208.5	113.5	302.5	246.0	42.25	140.32999999999998	503.0	210.25	34.0	2935.0	608.75	484.0	1053.25	317.75
2.4.1.161-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0
2.4.1.208-RXN	55.0	25.0	21.5	123.0	30.0	86.33	88.0	71.0	34.0	2925.0	186.0	323.0	638.0	70.0
2.4.1.211-RXN	796.5	578.0	443.5	2589.5	289.0	6871.0	1155.0	1886.5	2594.0	1150.75	1792.25	2022.0	1959.25	983.5
2.4.1.216-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	0.0
2.4.1.230-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	67.0	0.0
2.4.1.57-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	0.0	4.0	0.0
2.4.1.65-RXN	0.0	0.0	0.0	0.0	0.0	3.5	0.0	0.0	0.0	0.0	0.0	3.0	0.0	3.5
2.4.1.83-RXN	5925.28	4156.2	5871.93	4883.18	3151.5	4221.16	4240.5	3454.08	9041.26	6349.67	3169.3	4131.75	4557.49	3997.34
2.4.2.12-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.33	0.0	10.33	0.0	51.0	0.0	0.0
2.5.1.19-RXN	6781.65	4822.2	6268.97	7052.379999999999	3359.08	10465.46	5354.31	5208.8	8915.24	12144.04	5919.22	6354.92	7417.789999999999	5508.72
2.5.1.39-RXN	54.0	17.0	47.0	25.0	20.0	93.29	38.64	39.47	1.71	67.37	75.5	108.29	120.27	32.0
2.5.1.44-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0
2.5.1.64-RXN	4972.33	3885.5	5305.93	3405.58	2952.75	2896.95	3611.14	1751.47	498.79	728.46	2023.83	1970.04	2523.26	3489.34
2.5.1.68-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	214.0	12.0	2.0	275.0	100.0	105.0	16.0
2.6.1.14-RXN	55.0	98.0	5.5	38.0	12.0	104.33	14.0	11.0	34.0	2602.0	50.0	111.0	491.0	0.0
2.6.1.18-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	17.0	0.0	0.0
2.6.1.22-RXN	87.5	31.0	7.75	86.0	30.0	181.5	38.5	201.14	59.71	76.29	273.0	247.04	316.15	360.0
2.6.1.33-RXN	117.5	17.5	86.0	158.67000000000002	33.25	61.0	16.0	153.25	287.67	82.0	193.42	485.0	288.58	139.57999999999998
2.6.1.37-RXN	33.0	0.0	0.0	0.0	4.0	5556.5	6.0	182.0	6087.0	4817.0	144.0	69.0	183.88	82.5
2.6.1.57-RXN	277.0	53.5	302.79	112.43	58.0	247.58	800.28	237.28	79.02	141.07999999999998	798.64	289.58	725.92	735.0
2.6.1.82-RXN	30.0	31.0	0.0	30.0	30.0	168.0	9.5	73.14	10.71	17.29	0.0	18.29	40.02	49.0
2.7.1.121-RXN	524.6	516.6	99.0	272.8	73.0	436.04	153.64	1264.42	1218.93	8254.87	1148.5	2128.87	1384.94	137.0
2.7.1.148-RXN	6749.65	4813.2	6334.47	7016.82	3350.08	10450.13	5672.31	5156.8	8847.24	6999.04	5869.22	6189.92	7295.789999999999	5513.72
2.7.1.156-RXN	2392.82	1348.7	1115.54	4412.129999999999	523.3299999999999	2100.75	2658.67	3505.89	3620.14	2006.04	3951.97	4482.92	4203.3	2343.05
2.7.1.63-RXN	147.0	0.0	7.0	20.0	37.0	5877.0	6.0	16.0	5789.35	4674.75	195.0	0.0	341.0	187.0
2.7.1.90-RXN	8851.47	6231.07	7180.18	12401.15	3943.41	7044.26	7525.84	9821.83	6724.24	3956.42	9165.24	11037.76	11018.39	6753.77
2.7.13.1-RXN	19.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0
2.7.13.3-RXN	28443.86	20816.89	25469.76	40322.53	12590.39	63353.9	27337.09	34131.61	59640.8	72329.81	35741.020000000004	40078.51	49021.0	23701.050000000003
2.7.3.9-RXN	2628.32	1419.2	1696.04	4693.07	590.5799999999999	8093.59	3411.73	4633.31	15059.62	14341.16	5712.719999999999	6265.04	6750.98	3350.3
2.7.7.1-RXN	0.0	1.0	4.0	6.0	3.0	30.79	12.64	15.14	1.71	56.29	6.0	7.29	19.35	0.0
2.7.7.13-RXN	15655.66	10806.5	16136.86	12416.33	9827.25	9771.56	8628.98	4896.55	2347.54	1640.63	4767.58	6716.45	7024.51	9182.76
2.7.7.15-RXN	45.2	3.67	23.0	117.6	30.25	8.79	3.14	89.25	17.0	263.0	10.75	108.8	122.45	53.05
2.7.7.33-RXN	424.2	119.2	173.0	504.6	17.0	76.0	179.0	713.0	11.0	139.0	719.0	954.0	986.0	680.0
2.7.7.39-RXN	1111.53	975.5	2018.9300000000003	881.9300000000001	887.75	801.45	1294.64	1126.8300000000002	296.93	456.67	1087.33	1165.3	1136.86	624.8900000000001
2.7.7.40-RXN	983.5	2487.17	1142.75	1014.5	793.0	6966.0	1489.0	665.0	5954.35	4935.75	662.0	738.75	1038.5	496.0
2.7.7.60-RXN	12776.169999999998	9227.93	11978.44	12955.63	6519.24	20429.31	9944.98	9704.63	16132.5	12605.71	10222.77	11905.8	12971.73	9860.36
2.7.7.61-RXN	1186.2	2448.2	1255.0	1458.6	728.0	979.18	1570.28	965.28	409.02	462.58	1158.0	1490.58	1063.04	495.0
2.7.7.8-RXN	6818.65	4838.2	6326.47	6981.82	3344.08	10529.13	5689.31	5154.8	8881.24	9270.04	5908.22	6144.92	7390.789999999999	5513.72
2.7.8.11-RXN	0.0	0.0	0.0	0.0	0.0	328.0	0.0	0.0	220.35	138.75	0.0	0.0	4.0	0.0
2.7.8.25-RXN	1138.2	2432.2	1208.0	1372.6	708.0	891.0799999999999	1544.78	929.14	407.31	461.29	1072.0	1554.29	1004.9	495.0
2.7.8.6-RXN	5385.03	4052.03	5601.18	4549.1	3010.5	3775.16	4060.67	3019.83	2238.83	1382.42	2839.08	3431.33	3735.29	3657.67
2.7.9.3-RXN	1317.9	897.7	738.29	2493.13	309.0	1524.64	1366.81	2123.4700000000003	1390.54	910.37	2312.2200000000003	2541.42	2529.9700000000003	1006.3
2.8.1.6-RXN	1695.92	871.4	728.37	3267.79	430.58	2158.47	1519.98	3551.22	1558.97	1297.87	3133.19	3978.85	4408.95	2292.4
2.8.3.10-RXN	547.2	233.2	316.0	762.6	37.0	220.79	275.64	519.14	238.31	285.29	931.0	1119.29	513.02	242.0
2.8.3.17-RXN	0.0	0.0	0.0	0.0	0.0	15.0	0.0	152.0	0.0	14.0	147.0	539.0	148.0	0.0
2.8.3.7-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0	0.0	0.0	0.0
2.8.3.9-RXN	139.0	149.0	65.58	46.86	0.0	66.83	120.28	286.28	66.62	90.58	376.0	226.58	676.28	96.0
2.9.1.1-RXN	259.2	235.7	185.79	684.03	148.0	847.9300000000001	310.28	690.47	654.54	420.37	473.22	393.29	494.98	100.0
24-DIAMINOPENTANOATE-DEHYDROGENASE-RXN	8.0	0.0	19.0	0.0	0.0	15.0	25.0	164.0	20.0	12.0	162.0	545.0	164.0	23.0
25-DIOXOVALERATE-DEHYDROGENASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88	0.0
2OXOGLUTDECARB-RXN	33.0	74.0	52.0	0.0	3.0	49.04	12.64	25.14	13.71	59.04	26.0	27.29	31.1	0.0
2PGADEHYDRAT-RXN	6799.82	4959.2	6286.47	7349.82	3397.41	10632.13	5712.31	5676.05	8979.07	9718.04	5985.8	6923.17	7983.869999999999	5318.72
2TRANSKETO-RXN	10396.17	8749.7	8828.01	14985.12	4796.41	14969.43	10334.74	13334.58	13263.1	11971.37	13290.45	17331.64	16920.7	8696.36
3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-RXN	5213.45	4001.0	5476.68	4311.18	2930.83	2920.2	3779.14	2100.05	519.79	433.54	2395.08	2573.59	3224.21	3891.14
3-DEHYDRO-L-GULONATE-2-DEHYDROGENASE-RXN	178.5	56.0	145.5	229.5	44.0	236.0	161.0	231.14	23.71	116.29	152.0	641.29	247.14	59.5
3-DEHYDROQUINATE-DEHYDRATASE-RXN	7092.15	5318.03	6203.47	7803.379999999999	3473.08	10778.46	5672.31	5947.8	9241.24	12293.04	6463.22	7058.92	7522.339999999999	5591.22
3-DEHYDROQUINATE-SYNTHASE-RXN	6804.65	4838.2	6328.47	6974.379999999999	3344.08	10566.13	5779.31	5433.8	9267.24	9429.04	6303.22	6386.92	7430.789999999999	5820.72
3-HYDROXBUTYRYL-COA-DEHYDRATASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	17.0	0.0	0.0
3-HYDROXY-KYNURENINASE-RXN	0.0	73.0	0.0	0.0	0.0	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3-HYDROXYASPARTATE-ALDOLASE-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	15.0	21.0	20.0	0.0	0.0
3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN	0.0	1.0	0.0	0.0	0.0	1.29	3.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0
3-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	66.5	75.5	55.0	18.0	12.25	19.29	3.14	28.25	0.0	2.0	14.75	69.0	99.13	18.75
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	1266.8200000000002	789.2	541.5	2503.7	199.33	812.54	1284.31	1698.0	6823.6	5486.0	2528.0	2465.13	2507.71	1684.05
3-HYDROXYDECANOYL-ACP-DEHYDR-RXN	9340.65	5196.37	8473.470000000001	8429.210000000001	4752.08	5937.709999999999	6848.09	5924.9400000000005	3158.9300000000003	5354.58	6893.91	7084.21	8860.64	7396.39
