run_accession	sample_accession	sample_alias	sample_title	fastq_ftp
SRR31227409	SAMN43511449	AG526	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR31227409/SRR31227409_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/009/SRR31227409/SRR31227409_2.fastq.gz
SRR31227410	SAMN43511448	AG525	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/010/SRR31227410/SRR31227410_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/010/SRR31227410/SRR31227410_2.fastq.gz
SRR31227413	SAMN43510978	AG054	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/013/SRR31227413/SRR31227413_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/013/SRR31227413/SRR31227413_2.fastq.gz
SRR31227418	SAMN43511441	AG518	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/018/SRR31227418/SRR31227418_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/018/SRR31227418/SRR31227418_2.fastq.gz
SRR31227421	SAMN43511438	AG515	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31227421/SRR31227421_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/021/SRR31227421/SRR31227421_2.fastq.gz
SRR31227425	SAMN43511435	AG512	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31227425/SRR31227425_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/025/SRR31227425/SRR31227425_2.fastq.gz
SRR31227426	SAMN43511434	AG511	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31227426/SRR31227426_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31227426/SRR31227426_2.fastq.gz
SRR31227428	SAMN43511432	AG509	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/028/SRR31227428/SRR31227428_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/028/SRR31227428/SRR31227428_2.fastq.gz
SRR31227431	SAMN43511429	AG506	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/031/SRR31227431/SRR31227431_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/031/SRR31227431/SRR31227431_2.fastq.gz
SRR31227433	SAMN43511427	AG504	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31227433/SRR31227433_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/033/SRR31227433/SRR31227433_2.fastq.gz
SRR31227434	SAMN43511369	AG446	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31227434/SRR31227434_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31227434/SRR31227434_2.fastq.gz
SRR31227435	SAMN43511368	AG445	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/035/SRR31227435/SRR31227435_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/035/SRR31227435/SRR31227435_2.fastq.gz
SRR31227436	SAMN43511367	AG444	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/036/SRR31227436/SRR31227436_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/036/SRR31227436/SRR31227436_2.fastq.gz
SRR31227439	SAMN43511365	AG442	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/039/SRR31227439/SRR31227439_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/039/SRR31227439/SRR31227439_2.fastq.gz
SRR31227442	SAMN43511362	AG439	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/042/SRR31227442/SRR31227442_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/042/SRR31227442/SRR31227442_2.fastq.gz
SRR31227447	SAMN43511357	AG434	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/047/SRR31227447/SRR31227447_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/047/SRR31227447/SRR31227447_2.fastq.gz
SRR31227452	SAMN43511353	AG430	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/052/SRR31227452/SRR31227452_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/052/SRR31227452/SRR31227452_2.fastq.gz
SRR31227455	SAMN43511350	AG427	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/055/SRR31227455/SRR31227455_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/055/SRR31227455/SRR31227455_2.fastq.gz
SRR31227456	SAMN43511349	AG426	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/056/SRR31227456/SRR31227456_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/056/SRR31227456/SRR31227456_2.fastq.gz
SRR31227458	SAMN43511347	AG424	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31227458/SRR31227458_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31227458/SRR31227458_2.fastq.gz
SRR31227459	SAMN43511346	AG423	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31227459/SRR31227459_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31227459/SRR31227459_2.fastq.gz
SRR31227460	SAMN43510968	AG044	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31227460/SRR31227460_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/060/SRR31227460/SRR31227460_2.fastq.gz
SRR31227464	SAMN43511342	AG419	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31227464/SRR31227464_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/064/SRR31227464/SRR31227464_2.fastq.gz
SRR31227465	SAMN43511341	AG418	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31227465/SRR31227465_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31227465/SRR31227465_2.fastq.gz
SRR31227466	SAMN43511283	AG360	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31227466/SRR31227466_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31227466/SRR31227466_2.fastq.gz
SRR31227468	SAMN43511281	AG358	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/068/SRR31227468/SRR31227468_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/068/SRR31227468/SRR31227468_2.fastq.gz
SRR31227476	SAMN43511274	AG351	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/076/SRR31227476/SRR31227476_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/076/SRR31227476/SRR31227476_2.fastq.gz
SRR31227479	SAMN43511271	AG348	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/079/SRR31227479/SRR31227479_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/079/SRR31227479/SRR31227479_2.fastq.gz
SRR31227483	SAMN43511267	AG344	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/083/SRR31227483/SRR31227483_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/083/SRR31227483/SRR31227483_2.fastq.gz
SRR31227485	SAMN43510960	AG036	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/085/SRR31227485/SRR31227485_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/085/SRR31227485/SRR31227485_2.fastq.gz
SRR31227487	SAMN43511264	AG341	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/087/SRR31227487/SRR31227487_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/087/SRR31227487/SRR31227487_2.fastq.gz
SRR31227490	SAMN43511261	AG338	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/090/SRR31227490/SRR31227490_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/090/SRR31227490/SRR31227490_2.fastq.gz
SRR31227496	SAMN43510959	AG035	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/096/SRR31227496/SRR31227496_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/096/SRR31227496/SRR31227496_2.fastq.gz
SRR31227497	SAMN43511255	AG332	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/097/SRR31227497/SRR31227497_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/097/SRR31227497/SRR31227497_2.fastq.gz
SRR31227506	SAMN43511131	AG207	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR31227506/SRR31227506_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/006/SRR31227506/SRR31227506_2.fastq.gz
SRR31227508	SAMN43511129	AG205	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/008/SRR31227508/SRR31227508_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/008/SRR31227508/SRR31227508_2.fastq.gz
SRR31227510	SAMN43511127	AG203	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/010/SRR31227510/SRR31227510_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/010/SRR31227510/SRR31227510_2.fastq.gz
SRR31227512	SAMN43510946	AG022	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/012/SRR31227512/SRR31227512_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/012/SRR31227512/SRR31227512_2.fastq.gz
SRR31227513	SAMN43510928	AG003	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/013/SRR31227513/SRR31227513_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/013/SRR31227513/SRR31227513_2.fastq.gz
SRR31227518	SAMN43511121	AG197	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/018/SRR31227518/SRR31227518_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/018/SRR31227518/SRR31227518_2.fastq.gz
SRR31227523	SAMN43511116	AG192	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31227523/SRR31227523_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31227523/SRR31227523_2.fastq.gz
SRR31227526	SAMN43511114	AG190	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31227526/SRR31227526_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31227526/SRR31227526_2.fastq.gz
SRR31227529	SAMN43511111	AG187	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/029/SRR31227529/SRR31227529_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/029/SRR31227529/SRR31227529_2.fastq.gz
SRR31227534	SAMN43511002	AG078	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31227534/SRR31227534_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/034/SRR31227534/SRR31227534_2.fastq.gz
SRR31227544	SAMN43510993	AG069	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/044/SRR31227544/SRR31227544_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/044/SRR31227544/SRR31227544_2.fastq.gz
SRR31227547	SAMN43510990	AG066	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/047/SRR31227547/SRR31227547_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/047/SRR31227547/SRR31227547_2.fastq.gz
SRR31227559	SAMN43511458	AG535	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31227559/SRR31227559_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31227559/SRR31227559_2.fastq.gz
SRR31227562	SAMN43510929	AG004	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/062/SRR31227562/SRR31227562_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/062/SRR31227562/SRR31227562_2.fastq.gz
SRR31227565	SAMN43511223	AG299	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31227565/SRR31227565_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/065/SRR31227565/SRR31227565_2.fastq.gz
SRR31227568	SAMN43511220	AG296	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/068/SRR31227568/SRR31227568_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/068/SRR31227568/SRR31227568_2.fastq.gz
SRR31227571	SAMN43511217	AG293	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/071/SRR31227571/SRR31227571_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/071/SRR31227571/SRR31227571_2.fastq.gz
SRR31227572	SAMN43511216	AG292	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/072/SRR31227572/SRR31227572_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/072/SRR31227572/SRR31227572_2.fastq.gz
SRR31227573	SAMN43510955	AG031	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/073/SRR31227573/SRR31227573_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/073/SRR31227573/SRR31227573_2.fastq.gz
SRR31227576	SAMN43511213	AG289	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/076/SRR31227576/SRR31227576_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/076/SRR31227576/SRR31227576_2.fastq.gz
SRR31227577	SAMN43511212	AG288	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/077/SRR31227577/SRR31227577_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/077/SRR31227577/SRR31227577_2.fastq.gz
SRR31227579	SAMN43511210	AG286	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/079/SRR31227579/SRR31227579_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/079/SRR31227579/SRR31227579_2.fastq.gz
SRR31227581	SAMN43511208	AG284	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/081/SRR31227581/SRR31227581_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/081/SRR31227581/SRR31227581_2.fastq.gz
SRR31227583	SAMN43511206	AG282	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/083/SRR31227583/SRR31227583_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/083/SRR31227583/SRR31227583_2.fastq.gz
SRR31227584	SAMN43510954	AG030	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/084/SRR31227584/SRR31227584_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/084/SRR31227584/SRR31227584_2.fastq.gz
SRR31227587	SAMN43511203	AG279	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/087/SRR31227587/SRR31227587_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/087/SRR31227587/SRR31227587_2.fastq.gz
SRR31227588	SAMN43511202	AG278	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/088/SRR31227588/SRR31227588_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/088/SRR31227588/SRR31227588_2.fastq.gz
SRR31227593	SAMN43511197	AG273	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/093/SRR31227593/SRR31227593_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/093/SRR31227593/SRR31227593_2.fastq.gz
SRR31227596	SAMN43510950	AG026	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/096/SRR31227596/SRR31227596_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/096/SRR31227596/SRR31227596_2.fastq.gz
SRR31227597	SAMN43511165	AG241	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/097/SRR31227597/SRR31227597_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/097/SRR31227597/SRR31227597_2.fastq.gz
SRR31227603	SAMN43511159	AG235	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/003/SRR31227603/SRR31227603_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/003/SRR31227603/SRR31227603_2.fastq.gz
SRR31227605	SAMN43511157	AG233	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/005/SRR31227605/SRR31227605_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/005/SRR31227605/SRR31227605_2.fastq.gz
SRR31227607	SAMN43510949	AG025	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31227607/SRR31227607_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/007/SRR31227607/SRR31227607_2.fastq.gz
SRR31227610	SAMN43511153	AG229	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/010/SRR31227610/SRR31227610_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/010/SRR31227610/SRR31227610_2.fastq.gz
SRR31227617	SAMN43511146	AG222	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/017/SRR31227617/SRR31227617_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/017/SRR31227617/SRR31227617_2.fastq.gz
SRR31227619	SAMN43511145	AG221	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/019/SRR31227619/SRR31227619_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/019/SRR31227619/SRR31227619_2.fastq.gz
SRR31227620	SAMN43511144	AG220	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/020/SRR31227620/SRR31227620_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/020/SRR31227620/SRR31227620_2.fastq.gz
SRR31227622	SAMN43511142	AG218	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31227622/SRR31227622_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/022/SRR31227622/SRR31227622_2.fastq.gz
SRR31227623	SAMN43511141	AG217	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31227623/SRR31227623_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/023/SRR31227623/SRR31227623_2.fastq.gz
SRR31227626	SAMN43511110	AG186	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31227626/SRR31227626_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/026/SRR31227626/SRR31227626_2.fastq.gz
SRR31227632	SAMN43511105	AG181	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/032/SRR31227632/SRR31227632_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/032/SRR31227632/SRR31227632_2.fastq.gz
SRR31227635	SAMN43511102	AG178	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/035/SRR31227635/SRR31227635_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/035/SRR31227635/SRR31227635_2.fastq.gz
SRR31227636	SAMN43511101	AG177	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/036/SRR31227636/SRR31227636_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/036/SRR31227636/SRR31227636_2.fastq.gz
SRR31227642	SAMN43510943	AG019	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/042/SRR31227642/SRR31227642_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/042/SRR31227642/SRR31227642_2.fastq.gz
SRR31227647	SAMN43511091	AG167	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/047/SRR31227647/SRR31227647_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/047/SRR31227647/SRR31227647_2.fastq.gz
SRR31227648	SAMN43511090	AG166	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/048/SRR31227648/SRR31227648_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/048/SRR31227648/SRR31227648_2.fastq.gz
SRR31227650	SAMN43511088	AG164	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/050/SRR31227650/SRR31227650_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/050/SRR31227650/SRR31227650_2.fastq.gz
SRR31227651	SAMN43511087	AG163	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/051/SRR31227651/SRR31227651_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/051/SRR31227651/SRR31227651_2.fastq.gz
SRR31227655	SAMN43511084	AG160	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/055/SRR31227655/SRR31227655_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/055/SRR31227655/SRR31227655_2.fastq.gz
SRR31227658	SAMN43511398	AG475	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31227658/SRR31227658_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/058/SRR31227658/SRR31227658_2.fastq.gz
SRR31227659	SAMN43511397	AG474	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31227659/SRR31227659_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/059/SRR31227659/SRR31227659_2.fastq.gz
SRR31227666	SAMN43511391	AG468	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31227666/SRR31227666_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/066/SRR31227666/SRR31227666_2.fastq.gz
SRR31227670	SAMN43511387	AG464	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/070/SRR31227670/SRR31227670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/070/SRR31227670/SRR31227670_2.fastq.gz
SRR31227672	SAMN43510972	AG048	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/072/SRR31227672/SRR31227672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/072/SRR31227672/SRR31227672_2.fastq.gz
SRR31227680	SAMN43511378	AG455	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/080/SRR31227680/SRR31227680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/080/SRR31227680/SRR31227680_2.fastq.gz
SRR31227681	SAMN43511377	AG454	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/081/SRR31227681/SRR31227681_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/081/SRR31227681/SRR31227681_2.fastq.gz
SRR31227685	SAMN43511374	AG451	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/085/SRR31227685/SRR31227685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/085/SRR31227685/SRR31227685_2.fastq.gz
SRR31227686	SAMN43511373	AG450	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/086/SRR31227686/SRR31227686_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/086/SRR31227686/SRR31227686_2.fastq.gz
SRR31227688	SAMN43511371	AG448	Metagenome or environmental sample from human gut metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/088/SRR31227688/SRR31227688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR312/088/SRR31227688/SRR31227688_2.fastq.gz
