run_accession	fastq_bytes	country
SRR31239940	1185963212;1227530909	South Africa: DIMAMO
SRR31239950	1067061441;1110312800	South Africa: DIMAMO
SRR31239951	991898064;1051838119	South Africa: DIMAMO
SRR31239962	1098304318;1163343486	South Africa: DIMAMO
SRR31239963	1080597323;1151087642	South Africa: DIMAMO
SRR31239969	1045172738;1077084709	South Africa: DIMAMO
SRR31239970	1097168087;1151823953	South Africa: DIMAMO
SRR31239973	863315776;903091814	South Africa: DIMAMO
SRR31239976	1050213923;1101949833	South Africa: DIMAMO
SRR31239980	1116166358;1160733545	South Africa: DIMAMO
SRR31239982	1164681384;1209912972	South Africa: DIMAMO
SRR31239984	1064322824;1100740194	South Africa: DIMAMO
SRR31239987	1154645165;1218644833	South Africa: DIMAMO
SRR31239988	1225704573;1281092428	South Africa: DIMAMO
SRR31239990	995976200;1000399517	South Africa: DIMAMO
SRR31239992	1171343001;1236030550	South Africa: DIMAMO
SRR31239993	1058362760;1096326937	South Africa: DIMAMO
SRR31239994	1433172576;1477744759	South Africa: DIMAMO
SRR31239996	1186949613;1256081151	South Africa: DIMAMO
SRR31240006	1242422680;1314442953	South Africa: DIMAMO
SRR31240008	1038469973;1073297458	South Africa: DIMAMO
SRR31240019	1176729078;1223741315	South Africa: DIMAMO
SRR31240020	1217526467;1277339748	South Africa: DIMAMO
SRR31240023	1273728765;1325465947	South Africa: DIMAMO
SRR31240024	1053751276;1090934416	South Africa: DIMAMO
SRR31240026	1283411430;1394231461	South Africa: DIMAMO
SRR31240027	1196758103;1256230812	South Africa: DIMAMO
SRR31240029	1310914758;1372175251	South Africa: DIMAMO
SRR31240033	1051319075;1093930489	South Africa: DIMAMO
SRR31240034	1154811086;1184098238	South Africa: DIMAMO
SRR31240035	1027878151;1089671299	South Africa: DIMAMO
SRR31240045	1040711584;1089652568	South Africa: DIMAMO
SRR31240046	1149100618;1179014069	South Africa: DIMAMO
SRR31240051	1077871753;1124345264	South Africa: DIMAMO
SRR31240052	1165101421;1230608605	South Africa: DIMAMO
SRR31240053	1109169342;1167506882	South Africa: DIMAMO
SRR31240055	1190948414;1263031415	South Africa: DIMAMO
SRR31240064	1043570742;1069729373	South Africa: DIMAMO
SRR31240066	1162940690;1193470961	South Africa: DIMAMO
SRR31240068	1040303036;1079181091	South Africa: DIMAMO
SRR31240080	1307337824;1384943541	South Africa: DIMAMO
SRR31240081	1184846432;1244828879	South Africa: DIMAMO
SRR31240083	1092767204;1132789651	South Africa: DIMAMO
SRR31240089	1018139567;1058233418	South Africa: DIMAMO
SRR31240090	1073215014;1114923452	South Africa: DIMAMO
SRR31240092	1241350035;1283681026	South Africa: DIMAMO
SRR31240096	1309169315;1383353033	South Africa: DIMAMO
SRR31240097	1263367829;1366774583	South Africa: DIMAMO
SRR31240103	1019005070;1073485921	South Africa: DIMAMO
SRR31240105	1267749306;1304766333	South Africa: DIMAMO
SRR31240108	1164045542;1222300455	South Africa: DIMAMO
SRR31240111	1159867474;1220222484	South Africa: DIMAMO
SRR31240116	1239175420;1312158566	South Africa: DIMAMO
SRR31240118	1257435148;1292662095	South Africa: DIMAMO
SRR31240121	1232291123;1265719601	South Africa: DIMAMO
SRR31240124	1113088228;1169932084	South Africa: DIMAMO
SRR31240125	1028671863;1060591615	South Africa: DIMAMO
SRR31240126	922354298;956106894	South Africa: DIMAMO
SRR31242452	984517418;1019415248	South Africa: Soweto
SRR31242458	1133530228;1192776153	South Africa: Soweto
SRR31242459	1083315601;1112456373	South Africa: Soweto
SRR31242465	1141544121;1164295334	South Africa: Soweto
SRR31242470	1130658014;1176726557	South Africa: Soweto
SRR31242471	1189631281;1252323594	South Africa: Soweto
SRR31242472	1146232971;1215179445	South Africa: Soweto
SRR31242476	1128428278;1182335522	South Africa: Soweto
SRR31242477	1125192967;1169639904	South Africa: Soweto
SRR31242478	1098061980;1141577377	South Africa: Soweto
SRR31242483	1198255393;1271873391	South Africa: Soweto
SRR31242485	1286525670;1324101244	South Africa: Soweto
SRR31242488	1300934390;1326126537	South Africa: Soweto
SRR31242496	1088926978;1131019660	South Africa: Soweto
SRR31242498	1091468946;1146825359	South Africa: Soweto
SRR31242501	1238483287;1277082528	South Africa: Soweto
SRR31242502	1572322397;1654522884	South Africa: Soweto
SRR31242504	1113929285;1162159916	South Africa: Soweto
SRR31242505	1226043987;1335113171	South Africa: Soweto
SRR31242507	1218005110;1258249709	South Africa: Soweto
SRR31242508	1246022170;1318461986	South Africa: Soweto
SRR31242510	1112332740;1156441935	South Africa: Soweto
SRR31242511	1087636592;1141294132	South Africa: Soweto
SRR31242512	1677237003;1784016322	South Africa: Soweto
SRR31242521	1197208987;1255095385	South Africa: Soweto
SRR31242522	1177921977;1216921673	South Africa: Soweto
SRR31242524	1298657762;1360495930	South Africa: Soweto
SRR31242527	1171047461;1234910277	South Africa: Soweto
SRR31242528	1173570833;1222476208	South Africa: Soweto
SRR31242531	1523667576;1563290668	South Africa: Soweto
SRR31242532	1210187559;1308768860	South Africa: Soweto
SRR31242537	1889730915;1961567112	South Africa: Soweto
SRR31242539	1279355069;1335674393	South Africa: Soweto
SRR31242544	1204072462;1244669371	South Africa: Soweto
SRR31242546	1062356912;1111388493	South Africa: Soweto
SRR31242550	1068471805;1124256013	South Africa: Soweto
SRR31242551	1179672337;1238861582	South Africa: Soweto
SRR31242552	1081816372;1117402082	South Africa: Soweto
SRR31242554	1115092891;1162858961	South Africa: Soweto
SRR31242557	1227280310;1287100388	South Africa: Soweto
SRR31242559	1260801681;1310061782	South Africa: Soweto
SRR31242561	1097758686;1171746357	South Africa: Soweto
SRR31242562	1421351867;1493551808	South Africa: Soweto
SRR31242568	1310486738;1375471950	South Africa: Soweto
SRR31242569	1176928348;1210701195	South Africa: Soweto
SRR31242571	1161535182;1205162829	South Africa: Soweto
SRR31242574	1056900009;1122878850	South Africa: Soweto
SRR31242575	1219223867;1255266377	South Africa: Soweto
SRR31242577	1334543174;1411670285	South Africa: Soweto
SRR31242586	1138024615;1180599468	South Africa: Soweto
SRR31242588	1199563261;1236214111	South Africa: Soweto
SRR31242589	1086239080;1142323110	South Africa: Soweto
SRR31242597	1161114408;1190427404	South Africa: Soweto
SRR31242598	1181492724;1274291290	South Africa: Soweto
SRR31242600	1235654694;1293541831	South Africa: Soweto
SRR31242607	1131185170;1190106184	South Africa: Soweto
SRR31242608	1113231994;1176378764	South Africa: Soweto
SRR31242615	1128775111;1156082344	South Africa: Soweto
SRR31242617	1081216142;1153276751	South Africa: Soweto
SRR31242619	1166366683;1245094704	South Africa: Soweto
SRR31242620	1080012723;1120232664	South Africa: Soweto
SRR31242622	1099650850;1132609114	South Africa: Soweto
SRR31242624	1242887598;1313373064	South Africa: Soweto
SRR31242625	1103011265;1159151221	South Africa: Soweto
SRR31242626	1006228500;1072792215	South Africa: Soweto
SRR31242628	1334215082;1417654356	South Africa: Soweto
SRR31242629	1043540828;1110947119	South Africa: Soweto
SRR31242632	1159259700;1206790830	South Africa: Soweto
SRR31242633	1143179569;1169169162	South Africa: Soweto
SRR31242634	1010437843;1051005917	South Africa: Soweto
SRR31242637	1220080063;1275801443	South Africa: Soweto
SRR31242640	1206678563;1270661650	South Africa: Soweto
SRR31242642	1110113668;1132274966	South Africa: Soweto
SRR31242645	998602246;1047581822	South Africa: Soweto
SRR31242647	1121573936;1160766816	South Africa: Soweto
SRR31242648	1046234579;1090822887	South Africa: Soweto
SRR31242649	1439319045;1519044733	South Africa: Soweto
SRR31242653	1224120312;1304260124	South Africa: Soweto
SRR31242655	1177233163;1227292937	South Africa: Soweto
SRR31242662	1167682747;1217656721	South Africa: Soweto
SRR31242666	1092141135;1169351654	South Africa: Soweto
SRR31242667	1200472848;1277814711	South Africa: Soweto
SRR31242669	908402204;937079974	South Africa: Soweto
SRR31242670	1220988476;1288093167	South Africa: Soweto
SRR31242673	1185492217;1236006518	South Africa: Soweto
SRR31242674	1123173844;1142687934	South Africa: Soweto
SRR31242676	930131486;970089931	South Africa: Soweto
SRR31242677	1122152822;1194113954	South Africa: Soweto
SRR31242683	1173385312;1203589717	Kenya: Nairobi
SRR31242690	990186692;1030602178	Kenya: Nairobi
SRR31242692	1081852123;1112036769	Kenya: Nairobi
SRR31242699	1082996065;1124311183	Kenya: Nairobi
SRR31242702	1158819041;1203603406	Kenya: Nairobi
SRR31242705	1216148423;1261917681	Kenya: Nairobi
SRR31242706	942360915;996195273	Kenya: Nairobi
SRR31242708	1140283860;1198254405	Kenya: Nairobi
SRR31242709	1175327822;1241938799	Kenya: Nairobi
SRR31242711	1230911568;1270568991	Kenya: Nairobi
SRR31242712	1137896536;1178157348	Kenya: Nairobi
SRR31242715	1239015490;1300776140	Kenya: Nairobi
SRR31242718	1179567678;1216581027	Kenya: Nairobi
SRR31242720	1011339159;1036695398	Kenya: Nairobi
SRR31242721	1044385725;1079483356	Kenya: Nairobi
SRR31242726	1307982333;1330294614	Kenya: Nairobi
SRR31242728	988535151;1032497023	Kenya: Nairobi
SRR31242729	1154814511;1218318096	Kenya: Nairobi
SRR31242732	1260352571;1320338114	Kenya: Nairobi
SRR31242735	1143367172;1199079255	Kenya: Nairobi
SRR31242739	1152023737;1202158978	Kenya: Nairobi
SRR31242743	1204752873;1252662899	Kenya: Nairobi
SRR31242745	1176676505;1230087886	Kenya: Nairobi
SRR31242747	1320422467;1366533515	Kenya: Nairobi
SRR31242748	1213119677;1238913965	Kenya: Nairobi
SRR31242749	1012906337;1047364476	Kenya: Nairobi
SRR31242753	1179363325;1212464375	Kenya: Nairobi
SRR31242758	1053663547;1096122527	Kenya: Nairobi
SRR31242764	2318787533;2358680221	Kenya: Nairobi
SRR31242765	1047358566;1118085223	Kenya: Nairobi
SRR31242767	1013170310;1065088885	Kenya: Nairobi
SRR31242770	1086896075;1132507920	Kenya: Nairobi
SRR31242783	1278125916;1345902918	Kenya: Nairobi
SRR31242798	1271001500;1340239016	Kenya: Nairobi
SRR31242801	1311973109;1376908700	Kenya: Nairobi
SRR31242803	1064484926;1124288390	Kenya: Nairobi
SRR31242806	1124320144;1181030483	Kenya: Nairobi
SRR31242808	1054133737;1092470964	Kenya: Nairobi
SRR31242810	1126298679;1198371269	Kenya: Nairobi
SRR31242812	1162771735;1218268510	Kenya: Nairobi
SRR31242816	1264821827;1300819720	Kenya: Nairobi
SRR31242817	1275355085;1313707901	Kenya: Nairobi
SRR31242821	1102791987;1160036964	Kenya: Nairobi
SRR31242823	1356706524;1424339278	Kenya: Nairobi
SRR31242824	1252332993;1312312279	Kenya: Nairobi
SRR31242825	1191105540;1251659875	Kenya: Nairobi
SRR31242826	1168055579;1224526163	Kenya: Nairobi
SRR31242829	1042112805;1089117443	Kenya: Nairobi
SRR31242831	1105367695;1147457668	Kenya: Nairobi
SRR31242833	1025187669;1074884000	Kenya: Nairobi
SRR31242839	1159156377;1188901983	Kenya: Nairobi
SRR31242840	1334204798;1411402609	Kenya: Nairobi
SRR31242842	1276679079;1316866271	Kenya: Nairobi
SRR31242848	1116802589;1190465155	Kenya: Nairobi
SRR31242853	1208399106;1257312793	Kenya: Nairobi
SRR31242856	1102954043;1145340119	Kenya: Nairobi
SRR31242859	1212772390;1243573179	Kenya: Nairobi
SRR31242864	1288985119;1347412826	Kenya: Nairobi
SRR31242867	1219478243;1265643840	Kenya: Nairobi
SRR31242868	1028002816;1062673403	Kenya: Nairobi
SRR31242870	1123132077;1171765459	Kenya: Nairobi
SRR31242876	1257293219;1314160076	Kenya: Nairobi
SRR31242877	1210358288;1283823201	Kenya: Nairobi
SRR31242878	1178545224;1223238934	Kenya: Nairobi
SRR31242880	1083756856;1127287893	Kenya: Nairobi
SRR31242883	1152212080;1202565480	Kenya: Nairobi
SRR31242892	1031476446;1072270156	Kenya: Nairobi
SRR31242893	994373656;1039845538	Kenya: Nairobi
SRR31242894	1115878844;1160560076	Kenya: Nairobi
SRR31242899	1113709945;1147845370	Kenya: Nairobi
SRR31242901	926554311;973106675	Kenya: Nairobi
SRR31242905	1110854816;1150009395	Kenya: Nairobi
SRR31242916	1046958109;1092129918	Kenya: Nairobi
SRR31242918	1234441131;1277178415	Kenya: Nairobi
SRR31227256	1272232483;1325531800	South Africa: Agincourt
SRR31227257	1120377589;1170179728	South Africa: Agincourt
SRR31227261	1070548840;1100323341	South Africa: Agincourt
SRR31227262	1302938130;1352244179	South Africa: Agincourt
SRR31227263	1230928429;1274895372	South Africa: Agincourt
SRR31227267	1299329607;1364143477	South Africa: Agincourt
SRR31227270	1294448253;1375108088	South Africa: Agincourt
SRR31227272	1120649769;1154631656	South Africa: Agincourt
SRR31227275	1197428673;1241261742	South Africa: Agincourt
SRR31227277	805710631;882785137	South Africa: Agincourt
SRR31227280	1202212527;1281151105	South Africa: Agincourt
SRR31227281	1050306393;1101332643	South Africa: Agincourt
SRR31227284	1052690407;1088340024	South Africa: Agincourt
SRR31227287	1158005245;1176244518	South Africa: Agincourt
SRR31227291	1069492884;1125777220	South Africa: Agincourt
SRR31227296	1186328429;1219004111	South Africa: Agincourt
SRR31227300	1145689956;1224201870	South Africa: Agincourt
SRR31227302	1201474230;1274885649	South Africa: Agincourt
SRR31227305	1214305433;1243895024	South Africa: Agincourt
SRR31227307	1149909953;1255737867	South Africa: Agincourt
SRR31227311	2650693659;2722621197	South Africa: Agincourt
SRR31227314	1287208011;1353607792	South Africa: Agincourt
SRR31227315	1012051354;1050170991	South Africa: Agincourt
SRR31227320	1322660946;1376803404	South Africa: Agincourt
SRR31227322	1112445366;1160635531	South Africa: Agincourt
SRR31227323	1052506488;1088033570	South Africa: Agincourt
SRR31227327	1004978752;1044867542	South Africa: Agincourt
SRR31227331	1243610103;1292045861	South Africa: Agincourt
SRR31227336	1066784319;1094695513	South Africa: Agincourt
SRR31227342	1208855375;1292976274	South Africa: Agincourt
SRR31227343	1013926634;1063197247	South Africa: Agincourt
SRR31227344	949452274;992485684	South Africa: Agincourt
SRR31227345	1124154053;1177158443	South Africa: Agincourt
SRR31227348	1107995963;1169646239	South Africa: Agincourt
SRR31227349	1166814809;1198222067	South Africa: Agincourt
SRR31227352	1155689190;1213817698	South Africa: Agincourt
SRR31227353	1132170985;1192221774	South Africa: Agincourt
SRR31227354	1164861451;1210243524	South Africa: Agincourt
SRR31227357	1239194819;1278485922	South Africa: Agincourt
SRR31227360	1134018579;1174148847	South Africa: Agincourt
SRR31227363	1228296593;1288797889	South Africa: Agincourt
SRR31227367	1080182778;1130049576	South Africa: Agincourt
SRR31227370	897010601;932492461	South Africa: Agincourt
SRR31227378	1084791209;1138225284	South Africa: Agincourt
SRR31227383	1199742428;1266175986	South Africa: Agincourt
SRR31227384	1260090670;1317012222	South Africa: Agincourt
SRR31227390	1085197986;1140632484	South Africa: Agincourt
SRR31227398	1192665923;1243732439	South Africa: Agincourt
SRR31227400	1086866333;1131299025	South Africa: Agincourt
SRR31227401	1223371480;1265139754	South Africa: Agincourt
SRR31227407	1176163018;1213111133	South Africa: Agincourt
SRR31227408	1227444423;1284121934	South Africa: Agincourt
SRR31227412	1434798585;1471606676	South Africa: Agincourt
SRR31227414	1066318606;1112148515	South Africa: Agincourt
SRR31227415	1229169327;1283299129	South Africa: Agincourt
SRR31227416	1133795661;1167185465	South Africa: Agincourt
SRR31227417	1330039709;1405752711	South Africa: Agincourt
SRR31227420	1170543484;1208225857	South Africa: Agincourt
SRR31227422	1248867223;1282273207	South Africa: Agincourt
SRR31227432	1139011803;1217055102	South Africa: Agincourt
SRR31227437	1255625834;1349878502	South Africa: Agincourt
SRR31227443	1134719888;1168931802	South Africa: Agincourt
SRR31227445	1074633993;1130143460	South Africa: Agincourt
SRR31227450	1044134457;1069236055	South Africa: Agincourt
SRR31227453	1189625115;1227405843	South Africa: Agincourt
SRR31227462	1059201296;1096951647	South Africa: Agincourt
SRR31227467	1176203246;1238218349	South Africa: Agincourt
SRR31227469	1215567556;1258074766	South Africa: Agincourt
SRR31227470	994156781;1019778956	South Africa: Agincourt
SRR31227471	1069909292;1114483540	South Africa: Agincourt
SRR31227472	1099984799;1153659970	South Africa: Agincourt
SRR31227477	1136169249;1196980985	South Africa: Agincourt
SRR31227478	1151124325;1190940655	South Africa: Agincourt
SRR31227480	1030494311;1062673011	South Africa: Agincourt
SRR31227481	1112173117;1141682106	South Africa: Agincourt
SRR31227482	1023558468;1066778809	South Africa: Agincourt
SRR31227484	1155707879;1242179260	South Africa: Agincourt
SRR31227491	1483381291;1549447190	South Africa: Agincourt
SRR31227495	1060303188;1092657769	South Africa: Agincourt
SRR31227500	1208958751;1242836452	South Africa: Agincourt
SRR31227503	1024286707;1060850126	South Africa: Agincourt
SRR31227507	1088641610;1146750932	South Africa: Agincourt
SRR31227511	975765681;1024822011	South Africa: Agincourt
SRR31227514	1392727293;1475307583	South Africa: Agincourt
SRR31227522	1044870835;1083076848	South Africa: Agincourt
SRR31227524	1070066446;1120399996	South Africa: Agincourt
SRR31227530	1066941264;1081524684	South Africa: Agincourt
SRR31227531	1065672352;1122301488	South Africa: Agincourt
SRR31227532	1086127932;1114649129	South Africa: Agincourt
SRR31227533	1182216659;1209567989	South Africa: Agincourt
SRR31227535	1263012859;1294473786	South Africa: Agincourt
SRR31227536	1059803302;1120966033	South Africa: Agincourt
SRR31227538	1162946277;1223231440	South Africa: Agincourt
SRR31227539	1272911002;1335662387	South Africa: Agincourt
SRR31227540	1086791990;1113989187	South Africa: Agincourt
SRR31227541	1249586387;1332005911	South Africa: Agincourt
SRR31227543	1082734111;1115446636	South Africa: Agincourt
SRR31227545	1276887043;1332050234	South Africa: Agincourt
SRR31227548	979303977;1015086458	South Africa: Agincourt
SRR31227549	751122731;780612131	South Africa: Agincourt
SRR31227550	1087999064;1127294460	South Africa: Agincourt
SRR31227551	1216781409;1297883659	South Africa: Agincourt
SRR31227552	1286716935;1349051056	South Africa: Agincourt
SRR31227553	1132400189;1182567757	South Africa: Agincourt
SRR31227554	1281169910;1323724166	South Africa: Agincourt
SRR31227556	1110663353;1154206497	South Africa: Agincourt
SRR31227558	1034135761;1066401356	South Africa: Agincourt
SRR31227560	998719918;1034614574	South Africa: Agincourt
SRR31227561	1171293998;1233451729	South Africa: Agincourt
SRR31227570	1213579013;1268924768	South Africa: Agincourt
SRR31227574	1062335464;1090642814	South Africa: Agincourt
SRR31227575	1348770821;1382641681	South Africa: Agincourt
SRR31227578	1101332912;1119589164	South Africa: Agincourt
SRR31227580	1248593314;1312591978	South Africa: Agincourt
SRR31227582	991137776;1026168897	South Africa: Agincourt
SRR31227585	956827731;1021958216	South Africa: Agincourt
SRR31227586	1084396056;1148625357	South Africa: Agincourt
SRR31227589	1284191857;1360217530	South Africa: Agincourt
SRR31227590	1184387238;1217308118	South Africa: Agincourt
SRR31227598	1155038676;1190535496	South Africa: Agincourt
SRR31227601	1133431384;1194498729	South Africa: Agincourt
SRR31227606	1241466499;1288733433	South Africa: Agincourt
SRR31227609	1192138315;1256975464	South Africa: Agincourt
SRR31227611	1138658301;1190261833	South Africa: Agincourt
SRR31227612	1066137273;1101279057	South Africa: Agincourt
SRR31227613	1267325245;1340876967	South Africa: Agincourt
SRR31227616	1248604941;1329519298	South Africa: Agincourt
SRR31227621	1106831680;1146073096	South Africa: Agincourt
SRR31227625	1250525316;1290182918	South Africa: Agincourt
SRR31227630	1242927477;1298904517	South Africa: Agincourt
SRR31227633	1332811330;1379205858	South Africa: Agincourt
SRR31227641	1178661700;1199274891	South Africa: Agincourt
SRR31227644	1087030903;1130726233	South Africa: Agincourt
SRR31227652	1103110698;1152834072	South Africa: Agincourt
SRR31227653	1222971368;1287337411	South Africa: Agincourt
SRR31227660	963631704;1031910065	South Africa: Agincourt
SRR31227663	1109696165;1142147972	South Africa: Agincourt
SRR31227664	1143826678;1165575235	South Africa: Agincourt
SRR31227668	1204872606;1259758160	South Africa: Agincourt
SRR31227671	1159065448;1228704523	South Africa: Agincourt
SRR31227673	1198883332;1249486423	South Africa: Agincourt
SRR31227674	1200921894;1238535349	South Africa: Agincourt
SRR31227676	1009151505;1056213714	South Africa: Agincourt
SRR31227678	1197511222;1245553371	South Africa: Agincourt
SRR31227682	1069386095;1104749673	South Africa: Agincourt
SRR31227683	1158095183;1212385469	South Africa: Agincourt
SRR31227684	1106601782;1149767090	South Africa: Agincourt
SRR31227691	1165639320;1208069006	South Africa: Agincourt
SRR31227696	1403490800;1438817653	South Africa: Agincourt
SRR31227697	1198160797;1238162265	South Africa: Agincourt
SRR31227700	1041861408;1070110642	South Africa: Agincourt
SRR31227701	1139267244;1180045899	South Africa: Agincourt
SRR31227702	1247915405;1301665553	South Africa: Agincourt
SRR31227704	1180140838;1215329090	South Africa: Agincourt
SRR31227709	1072554988;1100807246	South Africa: Agincourt
SRR31227713	1164497342;1218442083	South Africa: Agincourt
SRR31227714	1157538288;1200828434	South Africa: Agincourt
SRR31227715	1210991657;1239838530	South Africa: Agincourt
SRR31227720	1003120033;1051969621	South Africa: Agincourt
SRR31227721	1159946318;1199471042	South Africa: Agincourt
SRR31227722	1086830511;1143571900	South Africa: Agincourt
SRR31227726	1310223219;1348182553	South Africa: Agincourt
SRR31227730	1118568632;1158370307	South Africa: Agincourt
SRR31227731	1296594379;1314028770	South Africa: Agincourt
SRR31227732	1288972590;1337143625	South Africa: Agincourt
SRR31227733	1119398511;1171884503	South Africa: Agincourt
SRR31227739	1088253382;1140979631	South Africa: Agincourt
SRR31227740	1235884335;1274975096	South Africa: Agincourt
SRR31227742	1193319872;1231559513	South Africa: Agincourt
SRR31227743	1200159289;1239286157	South Africa: Agincourt
SRR31227744	1009748510;1035300914	South Africa: Agincourt
SRR31227749	1246446655;1292195088	South Africa: Agincourt
SRR31227756	1045157439;1067915989	South Africa: Agincourt
SRR31227757	1108983689;1146514927	South Africa: Agincourt
SRR31227758	1119799304;1154810149	South Africa: Agincourt
SRR31227760	1118002903;1172583595	South Africa: Agincourt
SRR31227761	1094462226;1139961095	South Africa: Agincourt
SRR31227764	1139971942;1174913843	South Africa: Agincourt
SRR31227765	1078315631;1120455446	South Africa: Agincourt
SRR31227770	958071569;1019649216	South Africa: Agincourt
SRR31227772	1245587751;1340988578	South Africa: Agincourt
SRR31227773	1146331218;1197099316	South Africa: Agincourt
SRR31227774	1016993006;1057851370	South Africa: Agincourt
SRR31227778	1439953857;1483699049	South Africa: Agincourt
SRR31227932	1035533862;1072421666	Burkina Faso: Nanoro
SRR31227934	1226621715;1245758885	Burkina Faso: Nanoro
SRR31227935	1240966001;1287204229	Burkina Faso: Nanoro
SRR31227939	1018050002;1054993500	Burkina Faso: Nanoro
SRR31227940	1032667125;1081424256	Burkina Faso: Nanoro
SRR31227948	1111438441;1183607359	Burkina Faso: Nanoro
SRR31227950	1125874121;1174763347	Burkina Faso: Nanoro
SRR31227953	827058337;876292098	Burkina Faso: Nanoro
SRR31227956	1205553963;1251625803	Burkina Faso: Nanoro
SRR31227957	1189193472;1219097819	Burkina Faso: Nanoro
SRR31227958	1127709779;1172005695	Burkina Faso: Nanoro
SRR31227960	1094560853;1144558073	Burkina Faso: Nanoro
SRR31227963	1102864160;1146961204	Burkina Faso: Nanoro
SRR31227964	1195222730;1265297507	Burkina Faso: Nanoro
SRR31227969	1385527055;1443597942	Burkina Faso: Nanoro
SRR31227971	1090865053;1134265201	Burkina Faso: Nanoro
SRR31227972	1190926841;1261325423	Burkina Faso: Nanoro
SRR31227973	1178795443;1202219114	Burkina Faso: Nanoro
SRR31227981	1257440870;1311856690	Burkina Faso: Nanoro
SRR31227982	1058136881;1102662498	Burkina Faso: Nanoro
SRR31227984	1034104085;1084359323	Burkina Faso: Nanoro
SRR31227989	1321488014;1353125008	Burkina Faso: Nanoro
SRR31227992	1316451869;1418016436	Burkina Faso: Nanoro
SRR31227999	1141521189;1192268664	Burkina Faso: Nanoro
SRR31228007	1381199932;1426422149	Burkina Faso: Nanoro
SRR31228012	1199370534;1255889238	Burkina Faso: Nanoro
SRR31228014	1078553579;1151748696	Burkina Faso: Nanoro
SRR31228018	1149269278;1192611279	Burkina Faso: Nanoro
SRR31228026	1073061280;1118675316	Burkina Faso: Nanoro
SRR31228029	1061597408;1138707025	Burkina Faso: Nanoro
SRR31228032	1059225449;1088210463	Burkina Faso: Nanoro
SRR31228035	1610528608;1626844203	Burkina Faso: Nanoro
SRR31228037	1137964959;1198698158	Burkina Faso: Nanoro
SRR31228040	1102130467;1158307003	Burkina Faso: Nanoro
SRR31228046	1200521484;1257680888	Burkina Faso: Nanoro
SRR31228053	1211713894;1231007497	Burkina Faso: Nanoro
SRR31228054	1349019801;1414250062	Burkina Faso: Nanoro
SRR31228055	1352873027;1405972207	Burkina Faso: Nanoro
SRR31228058	1043207842;1071414883	Burkina Faso: Nanoro
SRR31228059	1056384155;1086240888	Burkina Faso: Nanoro
SRR31228069	1056601771;1089642529	Burkina Faso: Nanoro
SRR31228070	1149067913;1178362228	Burkina Faso: Nanoro
SRR31228074	1177558970;1257182324	Burkina Faso: Nanoro
SRR31228077	1094040414;1134266393	Burkina Faso: Nanoro
SRR31228081	1070453396;1091210376	Burkina Faso: Nanoro
SRR31228083	1068137065;1090958782	Burkina Faso: Nanoro
SRR31228087	1147098662;1210329303	Burkina Faso: Nanoro
SRR31228090	1228628229;1265242447	Burkina Faso: Nanoro
SRR31228092	1233900520;1294792557	Burkina Faso: Nanoro
SRR31228093	1135861473;1185660896	Burkina Faso: Nanoro
SRR31228094	1215536389;1255399610	Burkina Faso: Nanoro
SRR31228095	943240439;991610286	Burkina Faso: Nanoro
SRR31228096	1191341176;1241501817	Burkina Faso: Nanoro
SRR31228098	1215058360;1260150549	Burkina Faso: Nanoro
SRR31228099	1130945949;1177935047	Burkina Faso: Nanoro
SRR31228105	1090202363;1130478433	Burkina Faso: Nanoro
SRR31228107	1162919156;1256644072	Burkina Faso: Nanoro
SRR31228108	1098786649;1135575627	Burkina Faso: Nanoro
SRR31228111	1100215152;1146488174	Burkina Faso: Nanoro
SRR31228112	1021087983;1038975230	Burkina Faso: Nanoro
SRR31228116	1191955547;1245741792	Burkina Faso: Nanoro
SRR31228118	1099720137;1189828247	Burkina Faso: Nanoro
SRR31228121	1020759273;1064487615	Burkina Faso: Nanoro
SRR31228124	1176564726;1234691131	Burkina Faso: Nanoro
SRR31228126	1306861637;1386330087	Burkina Faso: Nanoro
SRR31228135	1225143967;1303504271	Burkina Faso: Nanoro
SRR31228137	1078003346;1116619115	Burkina Faso: Nanoro
SRR31228138	1036398917;1056361858	Burkina Faso: Nanoro
SRR31228145	1033982977;1083478190	Burkina Faso: Nanoro
SRR31228147	1264224195;1283559308	Burkina Faso: Nanoro
SRR31228148	1132024997;1175199717	Burkina Faso: Nanoro
SRR31228151	1253305593;1311349978	Burkina Faso: Nanoro
SRR31228152	1240967433;1295181995	Burkina Faso: Nanoro
SRR31228156	1036938312;1135597194	Burkina Faso: Nanoro
SRR31228159	1112069551;1147154909	Burkina Faso: Nanoro
SRR31228160	973608142;1021209549	Burkina Faso: Nanoro
SRR31228169	1029375868;1057648357	Burkina Faso: Nanoro
SRR31228171	1231058198;1289186417	Burkina Faso: Nanoro
SRR31228172	1086513669;1177658359	Burkina Faso: Nanoro
SRR31228177	1067557080;1115949572	Burkina Faso: Nanoro
SRR31228184	1073646583;1129745807	Burkina Faso: Nanoro
SRR31228185	1082320689;1118918104	Burkina Faso: Nanoro
SRR31228186	1044221664;1076948262	Burkina Faso: Nanoro
SRR31228187	968254157;1025494736	Burkina Faso: Nanoro
SRR31228188	1157003685;1202026041	Burkina Faso: Nanoro
SRR31228189	1061731653;1124198444	Burkina Faso: Nanoro
SRR31228191	1110012627;1170660170	Burkina Faso: Nanoro
SRR31228199	1113393654;1144884037	Burkina Faso: Nanoro
