run_accession	fastq_bytes	country
SRR31242591	1395126289;1468114829	South Africa: Soweto
SRR31242599	1120109735;1179777966	South Africa: Soweto
SRR31242603	1136117529;1201566461	South Africa: Soweto
SRR31242605	1312626235;1344933509	South Africa: Soweto
SRR31242609	1185893143;1218318327	South Africa: Soweto
SRR31242612	1034368360;1103696740	South Africa: Soweto
SRR31242614	1235827427;1326103819	South Africa: Soweto
SRR31242623	1185463250;1217053515	South Africa: Soweto
SRR31242627	1134650867;1216159427	South Africa: Soweto
SRR31242631	1102499986;1153245752	South Africa: Soweto
SRR31242641	1291943600;1323881841	South Africa: Soweto
SRR31242651	1201475921;1271011774	South Africa: Soweto
SRR31242652	1178056582;1250548221	South Africa: Soweto
SRR31242656	1134311474;1206554012	South Africa: Soweto
SRR31242660	1070128792;1089193996	South Africa: Soweto
SRR31242661	1070326522;1146186275	South Africa: Soweto
SRR31242663	1217736624;1284504176	South Africa: Soweto
SRR31242668	1033093316;1064077454	South Africa: Soweto
SRR31242671	1016498732;1051131918	South Africa: Soweto
SRR31242672	1032046353;1067505165	South Africa: Soweto
SRR31242675	1118287451;1170136417	South Africa: Soweto
SRR31242680	991382978;1024643917	Kenya: Nairobi
SRR31242682	1198647985;1261573841	Kenya: Nairobi
SRR31242685	1079233351;1135564174	Kenya: Nairobi
SRR31242687	1124227507;1185637002	Kenya: Nairobi
SRR31242688	1059864873;1089765211	Kenya: Nairobi
SRR31242689	1072668674;1091401508	Kenya: Nairobi
SRR31242694	68349167;69920241	Kenya: Nairobi
SRR31242697	1128021606;1174532385	Kenya: Nairobi
SRR31242700	950319566;981147382	Kenya: Nairobi
SRR31242704	1161663897;1209414928	Kenya: Nairobi
SRR31242710	1176306085;1246519813	Kenya: Nairobi
SRR31242717	1300588053;1352009625	Kenya: Nairobi
SRR31242719	1018816070;1063286395	Kenya: Nairobi
SRR31242723	1150113264;1190482664	Kenya: Nairobi
SRR31242734	1237582423;1279997329	Kenya: Nairobi
SRR31242738	1135690571;1174846368	Kenya: Nairobi
SRR31242740	1227728439;1284206194	Kenya: Nairobi
SRR31242746	1274489948;1314821145	Kenya: Nairobi
SRR31242752	1184912951;1232107633	Kenya: Nairobi
SRR31242754	1098789976;1163148018	Kenya: Nairobi
SRR31242757	359377337;368931393	Kenya: Nairobi
SRR31242760	953027247;989416043	Kenya: Nairobi
SRR31242761	1045018073;1089011862	Kenya: Nairobi
SRR31242762	1046587654;1087294234	Kenya: Nairobi
SRR31242772	1112857264;1161655058	Kenya: Nairobi
SRR31242773	1129437488;1168363354	Kenya: Nairobi
SRR31242774	1149464752;1183474615	Kenya: Nairobi
SRR31242776	1140347772;1166269042	Kenya: Nairobi
SRR31242777	1248847466;1298867053	Kenya: Nairobi
SRR31242779	1147861543;1205091149	Kenya: Nairobi
SRR31242780	1219483989;1262363284	Kenya: Nairobi
SRR31242781	1038348191;1091721484	Kenya: Nairobi
SRR31242787	1303485432;1377561865	Kenya: Nairobi
SRR31242789	1184200202;1221678302	Kenya: Nairobi
SRR31242790	1047051208;1089329625	Kenya: Nairobi
SRR31242792	1229841146;1302991038	Kenya: Nairobi
SRR31242794	1152690561;1201882938	Kenya: Nairobi
SRR31242795	1047848293;1098409329	Kenya: Nairobi
SRR31242796	1227884013;1295976144	Kenya: Nairobi
SRR31242804	1099048401;1162912575	Kenya: Nairobi
SRR31242805	1107013388;1137650479	Kenya: Nairobi
SRR31242809	1156194486;1197837554	Kenya: Nairobi
SRR31242811	1209181139;1271000462	Kenya: Nairobi
SRR31242813	1117370984;1163131072	Kenya: Nairobi
SRR31242815	1243599421;1307271967	Kenya: Nairobi
SRR31242820	1170450043;1204642871	Kenya: Nairobi
SRR31242828	1159341915;1225615414	Kenya: Nairobi
SRR31242835	1205577705;1278223030	Kenya: Nairobi
SRR31242836	1068152511;1114538563	Kenya: Nairobi
SRR31242841	1234856118;1314700534	Kenya: Nairobi
SRR31242847	944798096;985985041	Kenya: Nairobi
SRR31242852	1264354536;1337821691	Kenya: Nairobi
SRR31242857	1148251409;1184911654	Kenya: Nairobi
SRR31242862	1197236049;1259648013	Kenya: Nairobi
SRR31242863	1183705167;1212957876	Kenya: Nairobi
SRR31242869	1236804148;1274675929	Kenya: Nairobi
SRR31242872	1057770928;1079475212	Kenya: Nairobi
SRR31242873	1221663012;1273312775	Kenya: Nairobi
SRR31242881	1187129815;1233600778	Kenya: Nairobi
SRR31242882	1017989518;1065799783	Kenya: Nairobi
SRR31242884	1105651760;1154908418	Kenya: Nairobi
SRR31242886	1079090160;1130918035	Kenya: Nairobi
SRR31242889	1120080444;1151684166	Kenya: Nairobi
SRR31242891	1191888122;1249197440	Kenya: Nairobi
SRR31242896	1224731025;1281649926	Kenya: Nairobi
SRR31242898	1107163568;1164869321	Kenya: Nairobi
SRR31242902	1151947452;1224373375	Kenya: Nairobi
SRR31242903	1104570721;1168749183	Kenya: Nairobi
SRR31242904	1003216610;1053807872	Kenya: Nairobi
SRR31242906	1205132530;1254825172	Kenya: Nairobi
SRR31242907	1466397514;1506111892	Kenya: Nairobi
SRR31242910	1042659346;1077124919	Kenya: Nairobi
SRR31242911	1130827723;1190322502	Kenya: Nairobi
SRR31242912	1093754494;1127181912	Kenya: Nairobi
SRR31242913	1049454299;1075699925	Kenya: Nairobi
SRR31242915	1036526055;1111523572	Kenya: Nairobi
SRR31242917	1003232270;1030011944	Kenya: Nairobi
SRR31227253	1329092251;1391966052	South Africa: Agincourt
SRR31227254	1032788636;1086573243	South Africa: Agincourt
SRR31227264	1135704077;1216284744	South Africa: Agincourt
SRR31227266	1226405833;1294349329	South Africa: Agincourt
SRR31227269	1087958281;1126177849	South Africa: Agincourt
SRR31227271	1137646243;1179175449	South Africa: Agincourt
SRR31227274	1303150511;1373002294	South Africa: Agincourt
SRR31227276	1129593968;1158850828	South Africa: Agincourt
SRR31227282	1109082396;1163868962	South Africa: Agincourt
SRR31227289	1247251974;1289199556	South Africa: Agincourt
SRR31227290	1058679548;1109346708	South Africa: Agincourt
SRR31227293	1024263581;1063349958	South Africa: Agincourt
SRR31227297	1105658076;1142894019	South Africa: Agincourt
SRR31227301	1193395210;1233401859	South Africa: Agincourt
SRR31227303	1144380521;1185367553	South Africa: Agincourt
SRR31227304	1110530359;1133345369	South Africa: Agincourt
SRR31227308	1087703549;1135466869	South Africa: Agincourt
SRR31227309	1048592319;1080184964	South Africa: Agincourt
SRR31227318	1278932192;1306862349	South Africa: Agincourt
SRR31227319	1019054970;1049699208	South Africa: Agincourt
SRR31227321	1131773893;1182064985	South Africa: Agincourt
SRR31227324	1228652005;1275810559	South Africa: Agincourt
SRR31227326	1153820257;1205911527	South Africa: Agincourt
SRR31227333	1227696612;1257155746	South Africa: Agincourt
SRR31227335	1073613109;1107052908	South Africa: Agincourt
SRR31227337	1225099105;1283298380	South Africa: Agincourt
SRR31227340	1199078036;1244083077	South Africa: Agincourt
SRR31227341	1243335353;1303909860	South Africa: Agincourt
SRR31227346	1137825153;1199568711	South Africa: Agincourt
SRR31227347	1128082620;1163191414	South Africa: Agincourt
SRR31227350	1177731143;1243596604	South Africa: Agincourt
SRR31227351	1092887542;1159665626	South Africa: Agincourt
SRR31227355	1203790301;1251009721	South Africa: Agincourt
SRR31227356	1241783887;1274579550	South Africa: Agincourt
SRR31227361	1246634670;1294142832	South Africa: Agincourt
SRR31227365	1223697055;1269216769	South Africa: Agincourt
SRR31227368	1056040568;1073482562	South Africa: Agincourt
SRR31227369	1228763318;1295194180	South Africa: Agincourt
SRR31227372	1241041320;1274328586	South Africa: Agincourt
SRR31227373	1066754743;1094418859	South Africa: Agincourt
SRR31227374	1021319433;1059509443	South Africa: Agincourt
SRR31227377	1175332669;1203670318	South Africa: Agincourt
SRR31227379	1116083356;1144511258	South Africa: Agincourt
SRR31227380	1347284827;1393586789	South Africa: Agincourt
SRR31227381	1197225752;1278205027	South Africa: Agincourt
SRR31227382	1196464064;1232991897	South Africa: Agincourt
SRR31227386	1601875488;1672676563	South Africa: Agincourt
SRR31227388	1077109618;1152344606	South Africa: Agincourt
SRR31227392	1143569626;1189871385	South Africa: Agincourt
SRR31227393	1174197813;1197596376	South Africa: Agincourt
SRR31227396	1039716007;1082904187	South Africa: Agincourt
SRR31227402	1052034456;1102035304	South Africa: Agincourt
SRR31227403	1085951608;1125670223	South Africa: Agincourt
SRR31227405	1083257718;1111538983	South Africa: Agincourt
SRR31227411	1003518625;1052809427	South Africa: Agincourt
SRR31227419	1129144424;1198825657	South Africa: Agincourt
SRR31227423	1177247452;1210524341	South Africa: Agincourt
SRR31227424	1176418072;1237311223	South Africa: Agincourt
SRR31227427	1160770640;1199636908	South Africa: Agincourt
SRR31227429	1089161442;1156901367	South Africa: Agincourt
SRR31227430	1089920131;1122928860	South Africa: Agincourt
SRR31227438	1047121809;1080473828	South Africa: Agincourt
SRR31227440	1515736803;1580312412	South Africa: Agincourt
SRR31227441	1162772473;1213551219	South Africa: Agincourt
SRR31227444	1194808999;1251790760	South Africa: Agincourt
SRR31227446	1061528814;1123600170	South Africa: Agincourt
SRR31227448	1196847597;1235186537	South Africa: Agincourt
SRR31227449	1099662407;1134376656	South Africa: Agincourt
SRR31227451	1070609359;1117746666	South Africa: Agincourt
SRR31227454	1156559594;1206551111	South Africa: Agincourt
SRR31227457	1273012803;1320199101	South Africa: Agincourt
SRR31227461	1074214162;1109456145	South Africa: Agincourt
SRR31227463	676296569;697142871	South Africa: Agincourt
SRR31227473	1116272786;1180141116	South Africa: Agincourt
SRR31227474	962276115;1018910517	South Africa: Agincourt
SRR31227475	1161666530;1199403663	South Africa: Agincourt
SRR31227486	1176780435;1265585002	South Africa: Agincourt
SRR31227488	1082084632;1128054913	South Africa: Agincourt
SRR31227489	1064732381;1114105961	South Africa: Agincourt
SRR31227492	1184783590;1244234759	South Africa: Agincourt
SRR31227493	1355405786;1410414760	South Africa: Agincourt
SRR31227494	1180304445;1209375277	South Africa: Agincourt
SRR31227498	1259875178;1299400548	South Africa: Agincourt
SRR31227499	1239157291;1270636410	South Africa: Agincourt
SRR31227501	1001086930;1038630503	South Africa: Agincourt
SRR31227502	1021472004;1063205956	South Africa: Agincourt
SRR31227504	1102267368;1171881138	South Africa: Agincourt
SRR31227505	958654261;989333439	South Africa: Agincourt
SRR31227509	1154739799;1212073652	South Africa: Agincourt
SRR31227515	1149447301;1213636006	South Africa: Agincourt
SRR31227516	1100357123;1155957331	South Africa: Agincourt
SRR31227517	1029436091;1078179519	South Africa: Agincourt
SRR31227519	1000025586;1046685675	South Africa: Agincourt
SRR31227520	1216079683;1248284357	South Africa: Agincourt
SRR31227521	973470670;1021402224	South Africa: Agincourt
SRR31227525	1182657595;1242253237	South Africa: Agincourt
SRR31227527	1206185297;1232425982	South Africa: Agincourt
SRR31227528	1080612439;1149616483	South Africa: Agincourt
SRR31227537	1178881045;1250667086	South Africa: Agincourt
SRR31227542	1223982355;1274334643	South Africa: Agincourt
SRR31227546	1273377171;1328870199	South Africa: Agincourt
SRR31227555	1259373658;1299621225	South Africa: Agincourt
SRR31227557	1148702131;1157951620	South Africa: Agincourt
SRR31227563	1158434144;1202849559	South Africa: Agincourt
SRR31227564	1094216958;1151070862	South Africa: Agincourt
SRR31227566	1037716549;1081991051	South Africa: Agincourt
SRR31227567	1056388036;1094234755	South Africa: Agincourt
SRR31227569	1264254459;1304681114	South Africa: Agincourt
SRR31227591	1022790394;1077918277	South Africa: Agincourt
SRR31227592	1234580399;1285180435	South Africa: Agincourt
SRR31227594	1131893761;1182896087	South Africa: Agincourt
SRR31227595	1095601564;1126724432	South Africa: Agincourt
SRR31227599	1256419800;1294619394	South Africa: Agincourt
SRR31227600	1029169927;1097878034	South Africa: Agincourt
SRR31227602	1085574265;1190919579	South Africa: Agincourt
SRR31227604	1214192789;1269504975	South Africa: Agincourt
SRR31227608	1324952042;1374166528	South Africa: Agincourt
SRR31227614	1229836311;1297507113	South Africa: Agincourt
SRR31227615	1235180865;1282563568	South Africa: Agincourt
SRR31227618	1143045255;1205389318	South Africa: Agincourt
SRR31227624	1034173879;1090873099	South Africa: Agincourt
SRR31227627	1062675245;1091688531	South Africa: Agincourt
SRR31227628	1099960464;1139031613	South Africa: Agincourt
SRR31227629	1051713401;1094481409	South Africa: Agincourt
SRR31227631	997760696;1083252748	South Africa: Agincourt
SRR31227634	1238959224;1293887611	South Africa: Agincourt
SRR31227637	1064522717;1106981661	South Africa: Agincourt
SRR31227638	1167751991;1230810725	South Africa: Agincourt
SRR31227639	1266334672;1322345953	South Africa: Agincourt
SRR31227640	1035209610;1081707613	South Africa: Agincourt
SRR31227643	1040004026;1079973997	South Africa: Agincourt
SRR31227645	1189750413;1245137183	South Africa: Agincourt
SRR31227646	1227309308;1319723028	South Africa: Agincourt
SRR31227649	1078097216;1108763894	South Africa: Agincourt
SRR31227654	1154090909;1194320955	South Africa: Agincourt
SRR31227656	1158196224;1188468748	South Africa: Agincourt
SRR31227657	1278596962;1313790529	South Africa: Agincourt
SRR31227661	1072793700;1109777966	South Africa: Agincourt
SRR31227662	1170177514;1200422849	South Africa: Agincourt
SRR31227665	1141161385;1197580936	South Africa: Agincourt
SRR31227667	1346910051;1391655147	South Africa: Agincourt
SRR31227669	1135596388;1205276803	South Africa: Agincourt
SRR31227675	1040030871;1082317032	South Africa: Agincourt
SRR31227677	1079174267;1116772746	South Africa: Agincourt
SRR31227679	1164265634;1211741035	South Africa: Agincourt
SRR31227687	1185286844;1223293645	South Africa: Agincourt
SRR31227690	871203643;899531748	South Africa: Agincourt
SRR31227706	1235717458;1286301662	South Africa: Agincourt
SRR31227712	1023782640;1053268743	South Africa: Agincourt
SRR31227716	1098427893;1137140098	South Africa: Agincourt
SRR31227718	963564736;1003650222	South Africa: Agincourt
SRR31227719	1030262391;1074741261	South Africa: Agincourt
SRR31227727	1097255571;1119081411	South Africa: Agincourt
SRR31227728	1260331608;1326273321	South Africa: Agincourt
SRR31227729	1109328142;1132717424	South Africa: Agincourt
SRR31227734	1127854842;1179218926	South Africa: Agincourt
SRR31227735	1340795069;1404984936	South Africa: Agincourt
SRR31227738	1250684522;1307810165	South Africa: Agincourt
SRR31227746	969666542;1010956237	South Africa: Agincourt
SRR31227750	2002374973;2034009706	South Africa: Agincourt
SRR31227755	1077644245;1117304284	South Africa: Agincourt
SRR31227763	956082034;991591882	South Africa: Agincourt
SRR31227768	1166320293;1197779880	South Africa: Agincourt
SRR31227769	1047777388;1068216538	South Africa: Agincourt
SRR31227775	1082502893;1102661635	South Africa: Agincourt
SRR31227782	1103206103;1159306265	South Africa: Agincourt
SRR31227785	1118008538;1125385990	South Africa: Agincourt
SRR31227933	1273702730;1323724725	Burkina Faso: Nanoro
SRR31227942	1021902313;1043707701	Burkina Faso: Nanoro
SRR31227943	1019420334;1054705696	Burkina Faso: Nanoro
SRR31227944	1103322107;1138459544	Burkina Faso: Nanoro
SRR31227945	1912182400;1992228210	Burkina Faso: Nanoro
SRR31227947	1021843683;1046184326	Burkina Faso: Nanoro
SRR31227951	1177233196;1219948018	Burkina Faso: Nanoro
SRR31227955	1225388311;1284386217	Burkina Faso: Nanoro
SRR31227959	1176760859;1267175219	Burkina Faso: Nanoro
SRR31227962	1254076717;1296857443	Burkina Faso: Nanoro
SRR31227965	1150309941;1188218737	Burkina Faso: Nanoro
SRR31227966	1300133750;1365180215	Burkina Faso: Nanoro
SRR31227967	1166158737;1190963854	Burkina Faso: Nanoro
SRR31227976	1000403772;1047816512	Burkina Faso: Nanoro
SRR31227978	1293517028;1341197588	Burkina Faso: Nanoro
SRR31227979	1083275851;1135379854	Burkina Faso: Nanoro
SRR31227980	1057115281;1115280764	Burkina Faso: Nanoro
SRR31227983	1251999666;1306523076	Burkina Faso: Nanoro
SRR31227985	1162869208;1239247775	Burkina Faso: Nanoro
SRR31227987	1299100707;1346999593	Burkina Faso: Nanoro
SRR31227988	1169437587;1209061672	Burkina Faso: Nanoro
SRR31227990	1101511398;1121876473	Burkina Faso: Nanoro
SRR31227991	1207310818;1264523873	Burkina Faso: Nanoro
SRR31227993	1247102235;1313546278	Burkina Faso: Nanoro
SRR31227997	1196394927;1229125204	Burkina Faso: Nanoro
SRR31227998	1199726123;1253636204	Burkina Faso: Nanoro
SRR31228000	1117929250;1143903477	Burkina Faso: Nanoro
SRR31228001	1194351640;1238546277	Burkina Faso: Nanoro
SRR31228003	1198699807;1243654644	Burkina Faso: Nanoro
SRR31228004	1272116571;1291688106	Burkina Faso: Nanoro
SRR31228005	1021866308;1067385481	Burkina Faso: Nanoro
SRR31228009	1235686930;1283912416	Burkina Faso: Nanoro
SRR31228010	978169430;1030054667	Burkina Faso: Nanoro
SRR31228013	1209144956;1274874765	Burkina Faso: Nanoro
SRR31228015	1296248345;1350332673	Burkina Faso: Nanoro
SRR31228016	1201115333;1247652777	Burkina Faso: Nanoro
SRR31228017	1232349584;1263818571	Burkina Faso: Nanoro
SRR31228019	1272648208;1331773270	Burkina Faso: Nanoro
SRR31228020	1215732562;1281919342	Burkina Faso: Nanoro
SRR31228022	988886223;1041160680	Burkina Faso: Nanoro
SRR31228024	1252982515;1288752325	Burkina Faso: Nanoro
SRR31228027	1168827440;1221091473	Burkina Faso: Nanoro
SRR31228030	1073612861;1115763497	Burkina Faso: Nanoro
SRR31228033	1074884786;1125639786	Burkina Faso: Nanoro
SRR31228036	1651686919;1699840956	Burkina Faso: Nanoro
SRR31228039	1105133679;1135576149	Burkina Faso: Nanoro
SRR31228041	988130819;1045885360	Burkina Faso: Nanoro
SRR31228043	1037870537;1060809280	Burkina Faso: Nanoro
SRR31228044	1056781540;1097937839	Burkina Faso: Nanoro
SRR31228047	1118333577;1166970146	Burkina Faso: Nanoro
SRR31228052	1199789692;1244084911	Burkina Faso: Nanoro
SRR31228061	1009374848;1057323121	Burkina Faso: Nanoro
SRR31228062	1126674896;1155895016	Burkina Faso: Nanoro
SRR31228063	1018977701;1076490064	Burkina Faso: Nanoro
SRR31228065	1296111758;1362035423	Burkina Faso: Nanoro
SRR31228066	1037854111;1097360912	Burkina Faso: Nanoro
SRR31228071	1188622479;1230628142	Burkina Faso: Nanoro
SRR31228073	1155777138;1230073996	Burkina Faso: Nanoro
SRR31228075	1108034433;1168429209	Burkina Faso: Nanoro
SRR31228076	1242599349;1316375766	Burkina Faso: Nanoro
SRR31228078	1222527980;1290761967	Burkina Faso: Nanoro
SRR31228080	1212118909;1264748674	Burkina Faso: Nanoro
SRR31228088	1054653903;1108339124	Burkina Faso: Nanoro
SRR31228089	1045622631;1108030471	Burkina Faso: Nanoro
SRR31228097	1047233712;1082399363	Burkina Faso: Nanoro
SRR31228100	1169348075;1202659820	Burkina Faso: Nanoro
SRR31228102	1119862291;1163915313	Burkina Faso: Nanoro
SRR31228103	1083022145;1129922548	Burkina Faso: Nanoro
SRR31228104	1161969093;1208147214	Burkina Faso: Nanoro
SRR31228110	1191385255;1241780921	Burkina Faso: Nanoro
SRR31228113	1170879912;1204094367	Burkina Faso: Nanoro
SRR31228114	1050147346;1064150345	Burkina Faso: Nanoro
SRR31228117	1017187757;1118684690	Burkina Faso: Nanoro
SRR31228120	1337922567;1401246113	Burkina Faso: Nanoro
SRR31228122	1568813904;1654091486	Burkina Faso: Nanoro
SRR31228128	1092728552;1142501705	Burkina Faso: Nanoro
SRR31228131	1196110233;1270717304	Burkina Faso: Nanoro
SRR31228133	1264902714;1327058882	Burkina Faso: Nanoro
SRR31228139	1182464707;1248354072	Burkina Faso: Nanoro
SRR31228140	1535884666;1607581059	Burkina Faso: Nanoro
SRR31228141	1084190634;1135311605	Burkina Faso: Nanoro
SRR31228144	1093438556;1118821557	Burkina Faso: Nanoro
SRR31228154	1232193842;1286925813	Burkina Faso: Nanoro
SRR31228155	1197947443;1252497707	Burkina Faso: Nanoro
SRR31228157	1218220623;1261985226	Burkina Faso: Nanoro
SRR31228161	1025748183;1050353467	Burkina Faso: Nanoro
SRR31228162	1091072204;1121745454	Burkina Faso: Nanoro
SRR31228163	1102824288;1142977679	Burkina Faso: Nanoro
SRR31228164	1249202540;1286213964	Burkina Faso: Nanoro
SRR31228166	1082736501;1115515739	Burkina Faso: Nanoro
SRR31228167	1073157904;1113545925	Burkina Faso: Nanoro
SRR31228174	1116977957;1182339477	Burkina Faso: Nanoro
SRR31228175	1093964737;1135117850	Burkina Faso: Nanoro
SRR31228176	1123626252;1167341548	Burkina Faso: Nanoro
SRR31228179	1067588078;1103341845	Burkina Faso: Nanoro
SRR31228180	1186662847;1232670166	Burkina Faso: Nanoro
SRR31228182	1127826963;1174299812	Burkina Faso: Nanoro
SRR31228183	1061523319;1088671954	Burkina Faso: Nanoro
SRR31228190	1176644994;1243992698	Burkina Faso: Nanoro
SRR31228193	327118350;338776270	Burkina Faso: Nanoro
SRR31228194	1107763573;1157419969	Burkina Faso: Nanoro
SRR31228197	750655799;786945562	Burkina Faso: Nanoro
SRR31228202	1068069003;1138304033	Burkina Faso: Nanoro
SRR31228207	1140205289;1227729999	Burkina Faso: Nanoro
SRR31228209	1326809132;1401457785	Burkina Faso: Nanoro
SRR31228213	1020264038;1073549635	Burkina Faso: Nanoro
SRR31228214	1003893835;1054647003	Burkina Faso: Nanoro
SRR31228216	1196892225;1267562795	Burkina Faso: Nanoro
SRR31228217	1281450966;1318012935	Burkina Faso: Nanoro
SRR31228222	1274397146;1356871215	Burkina Faso: Nanoro
SRR31228226	1209741904;1279560424	Burkina Faso: Nanoro
SRR31228229	1205089606;1245846031	Burkina Faso: Nanoro
SRR31228233	1305621295;1343405429	Burkina Faso: Nanoro
SRR31228234	1154537233;1212345073	Burkina Faso: Nanoro
SRR31228235	1011896275;1064768497	Burkina Faso: Nanoro
SRR31228242	1134058246;1180975015	Burkina Faso: Nanoro
SRR31228246	1035805803;1058640283	Burkina Faso: Nanoro
SRR31228247	1293051513;1323398384	Burkina Faso: Nanoro
SRR31228251	1111215295;1174401447	Burkina Faso: Nanoro
SRR31228253	1073931171;1107205830	Burkina Faso: Nanoro
SRR31228255	1064208675;1096696081	Burkina Faso: Nanoro
SRR31228258	1249834610;1301645587	Burkina Faso: Nanoro
SRR31228259	918541868;933455834	Burkina Faso: Nanoro
SRR31228260	1046282791;1078174773	Burkina Faso: Nanoro
SRR31228262	1136340325;1162941647	Burkina Faso: Nanoro
SRR31228263	1248602809;1286868116	Burkina Faso: Nanoro
SRR31228264	1158322311;1237163367	Burkina Faso: Nanoro
SRR31228266	1095801040;1113932387	Burkina Faso: Nanoro
SRR31228267	1041152469;1104351584	Burkina Faso: Nanoro
SRR31228268	1206592653;1265852299	Burkina Faso: Nanoro
SRR31228269	1200192300;1226724386	Burkina Faso: Nanoro
SRR31228272	1068131651;1128962481	Burkina Faso: Nanoro
SRR31228277	1114911445;1124029630	Burkina Faso: Nanoro
SRR31228279	1037441543;1073510428	Burkina Faso: Nanoro
SRR31228280	1065967824;1108541731	Burkina Faso: Nanoro
SRR31228281	1123099299;1166536420	Burkina Faso: Nanoro
SRR31228289	1221737242;1259882140	Burkina Faso: Nanoro
SRR31228292	1086141929;1140314471	Burkina Faso: Nanoro
SRR31228300	1308560748;1356846058	Burkina Faso: Nanoro
SRR31228301	1230398532;1287293685	Burkina Faso: Nanoro
SRR31228307	1131933528;1166992470	Burkina Faso: Nanoro
SRR31239409	1217243675;1297900996	Ghana: Navrongo
SRR31239415	1241038662;1310798146	Ghana: Navrongo
SRR31239424	1183123125;1211904574	Ghana: Navrongo
SRR31239425	1111777449;1159712986	Ghana: Navrongo
SRR31239426	1139741365;1191891246	Ghana: Navrongo
SRR31239428	1108073721;1155719788	Ghana: Navrongo
SRR31239436	1068728445;1094569051	Ghana: Navrongo
SRR31239443	1095862350;1134725363	Ghana: Navrongo
SRR31239444	1061778453;1126983489	Ghana: Navrongo
SRR31239450	1200558160;1256240604	Ghana: Navrongo
SRR31239457	1325443850;1401409617	Ghana: Navrongo
SRR31239459	1124128557;1148945203	Ghana: Navrongo
SRR31239461	1110375580;1146083397	Ghana: Navrongo
SRR31239462	1204028196;1236094710	Ghana: Navrongo
SRR31239463	1155632330;1204971722	Ghana: Navrongo
SRR31239465	1218985608;1291584870	Ghana: Navrongo
SRR31239466	1237001433;1293478362	Ghana: Navrongo
SRR31239469	1037800150;1092605407	Ghana: Navrongo
SRR31239478	1143173749;1175970432	Ghana: Navrongo
SRR31239480	1096390229;1128007300	Ghana: Navrongo
SRR31239485	1145899646;1175242986	Ghana: Navrongo
SRR31239488	1052186901;1095485452	Ghana: Navrongo
SRR31239492	1070174573;1111174512	Ghana: Navrongo
SRR31239494	1212420624;1246479126	Ghana: Navrongo
SRR31239502	1032444854;1080506097	Ghana: Navrongo
SRR31239503	1088789993;1152289807	Ghana: Navrongo
SRR31239504	1282058806;1349257227	Ghana: Navrongo
SRR31239505	1066324279;1110018204	Ghana: Navrongo
SRR31239507	1085053384;1132459069	Ghana: Navrongo
SRR31239509	1042500879;1079915882	Ghana: Navrongo
SRR31239518	1157937934;1185225815	Ghana: Navrongo
SRR31239519	1738584401;1799214097	Ghana: Navrongo
SRR31239520	1179121310;1213516312	Ghana: Navrongo
SRR31239521	1091453936;1135766255	Ghana: Navrongo
SRR31239522	1029485938;1086427192	Ghana: Navrongo
SRR31239525	1165651625;1215782625	Ghana: Navrongo
SRR31239533	1115326930;1181014735	Ghana: Navrongo
SRR31239534	1049998558;1109086572	Ghana: Navrongo
SRR31239540	1133279051;1177756759	Ghana: Navrongo
SRR31239542	1056980501;1113063408	Ghana: Navrongo
SRR31239543	1052758261;1119832818	Ghana: Navrongo
SRR31239544	1051423239;1123219569	Ghana: Navrongo
SRR31239550	1253674726;1319127343	Ghana: Navrongo
SRR31239551	1291938886;1371797313	Ghana: Navrongo
SRR31239556	1116725885;1144500729	Ghana: Navrongo
SRR31239563	1060502614;1114276815	Ghana: Navrongo
SRR31239564	1306506263;1380399511	Ghana: Navrongo
SRR31239566	1098741826;1138680892	Ghana: Navrongo
SRR31239567	1157377248;1221990925	Ghana: Navrongo
SRR31239571	1174064823;1219538012	Ghana: Navrongo
SRR31239572	1031590861;1074940452	Ghana: Navrongo
SRR31239573	1176138491;1212677509	Ghana: Navrongo
SRR31239574	1199931543;1282501947	Ghana: Navrongo
SRR31239579	1048786222;1101018554	Ghana: Navrongo
SRR31239581	1162945190;1225013077	Ghana: Navrongo
SRR31239583	1074092459;1123302621	Ghana: Navrongo
SRR31239585	1079051471;1120801202	Ghana: Navrongo
SRR31239586	1180634438;1232187489	Ghana: Navrongo
SRR31239587	1160459241;1214631722	Ghana: Navrongo
SRR31239589	1165253336;1208223154	Ghana: Navrongo
SRR31239591	1179561168;1219558649	Ghana: Navrongo
SRR31239594	1104491277;1174575896	Ghana: Navrongo
SRR31239598	1200011191;1255388609	Ghana: Navrongo
SRR31239600	1156180895;1211426082	Ghana: Navrongo
SRR31239610	1087851204;1135240898	Ghana: Navrongo
SRR31239611	1274433067;1326930383	Ghana: Navrongo
SRR31239612	1074691621;1131203616	Ghana: Navrongo
SRR31239616	1222958340;1314492214	Ghana: Navrongo
SRR31239617	1206953821;1270016205	Ghana: Navrongo
SRR31239621	1058369320;1098537571	Ghana: Navrongo
SRR31239623	1195601772;1257139730	Ghana: Navrongo
SRR31239624	1252487932;1328619652	Ghana: Navrongo
SRR31239627	1112767019;1170904069	Ghana: Navrongo
SRR31239635	1075596393;1135920901	Ghana: Navrongo
SRR31239637	1158179516;1219847820	Ghana: Navrongo
SRR31239640	1308041697;1402667290	Ghana: Navrongo
SRR31239643	1167544818;1219291786	Ghana: Navrongo
SRR31239928	1253794119;1345987483	South Africa: DIMAMO
SRR31239929	1184635409;1263763977	South Africa: DIMAMO
SRR31239931	1290220210;1343253498	South Africa: DIMAMO
